ts,epic,buyers_pct,sellers_pct
2026-03-04 03:58:10.198777+03,ETHUSD,88.71,11.29
2026-03-04 04:01:55.675314+03,ETHUSD,88.71,11.29
2026-03-04 04:02:26.171037+03,ETHUSD,88.71,11.29
2026-03-04 04:02:56.389048+03,ETHUSD,88.71,11.29
2026-03-04 04:03:26.643856+03,ETHUSD,88.71,11.29
2026-03-04 04:03:56.788269+03,ETHUSD,88.71,11.29
2026-03-04 04:04:28.027162+03,ETHUSD,88.71,11.29
2026-03-04 04:04:58.037618+03,ETHUSD,88.71,11.29
2026-03-04 04:12:14.548607+03,ETHUSD,88.78,11.22
2026-03-04 04:13:16.161645+03,ETHUSD,88.78,11.22
2026-03-04 04:15:48.678044+03,ETHUSD,88.78,11.22
2026-03-04 04:19:21.023372+03,ETHUSD,88.73,11.27
2026-03-04 04:47:13.867967+03,ETHUSD,88.66,11.34
2026-03-04 04:48:15.9886+03,ETHUSD,88.66,11.34
2026-03-04 04:50:18.933391+03,ETHUSD,88.66,11.34
2026-03-04 19:02:23.058856+03,ETHUSD,85.88,14.12
2026-03-04 19:05:31.502834+03,ETHUSD,85.74,14.26
2026-03-04 19:06:01.602067+03,ETHUSD,85.74,14.26
2026-03-04 20:42:04.745365+03,ETHUSD,84.16,15.84
2026-03-04 20:43:36.002982+03,ETHUSD,84.16,15.84
2026-03-04 20:44:11.637624+03,ETHUSD,84.16,15.84
2026-03-04 20:44:45.870494+03,ETHUSD,84.16,15.84
2026-03-04 21:11:10.736053+03,ETHUSD,83.63,16.37
2026-03-04 21:49:20.04489+03,ETHUSD,83.15,16.85
2026-03-04 22:56:17.169642+03,ETHUSD,84.24,15.76
2026-03-04 23:00:23.153248+03,ETHUSD,84.21,15.79
2026-03-04 23:00:53.252715+03,ETHUSD,84.21,15.79
2026-03-04 23:01:54.560764+03,ETHUSD,84.21,15.79
2026-03-04 23:36:21.51701+03,ETHUSD,83.82,16.18
2026-03-04 23:44:49.430466+03,ETHUSD,83.71,16.29
2026-03-04 23:46:19.370073+03,ETHUSD,83.71,16.29
2026-03-04 23:50:28.232227+03,ETHUSD,83.71,16.29
2026-03-04 23:51:29.096929+03,ETHUSD,83.62,16.38
2026-03-04 23:53:01.453813+03,ETHUSD,83.62,16.38
2026-03-04 23:57:39.465974+03,ETHUSD,83.62,16.38
2026-03-05 00:03:51.49668+03,ETHUSD,83.46,16.54
2026-03-05 00:06:24.269425+03,ETHUSD,83.46,16.54
2026-03-05 00:06:54.692459+03,ETHUSD,83.18,16.82
2026-03-05 00:41:42.858125+03,ETHUSD,83.3,16.7
2026-03-05 01:10:02.967786+03,ETHUSD,83.46,16.54
2026-03-05 01:43:45.635329+03,ETHUSD,82.86,17.14
2026-03-05 02:05:08.567526+03,ETHUSD,82.62,17.38
2026-03-05 02:05:39.548408+03,ETHUSD,82.62,17.38
2026-03-05 02:09:47.565906+03,ETHUSD,82.62,17.38
2026-03-05 02:14:24.487301+03,ETHUSD,82.82,17.18
2026-03-05 02:17:28.471694+03,ETHUSD,82.9,17.1
2026-03-05 02:22:04.667227+03,ETHUSD,82.9,17.1
2026-03-05 02:27:15.253183+03,ETHUSD,83.05,16.95
2026-03-05 02:29:18.012789+03,ETHUSD,82.84,17.16
2026-03-05 02:33:52.85118+03,ETHUSD,82.79,17.21
2026-03-05 02:34:23.466664+03,ETHUSD,82.79,17.21
2026-03-05 02:37:30.360656+03,ETHUSD,82.79,17.21
2026-03-05 02:39:02.474326+03,ETHUSD,82.79,17.21
2026-03-05 02:40:03.03507+03,ETHUSD,82.63,17.37
2026-03-05 02:40:33.429723+03,ETHUSD,82.63,17.37
2026-03-05 02:41:03.904416+03,ETHUSD,82.63,17.37
2026-03-05 02:44:07.54846+03,ETHUSD,82.63,17.37
2026-03-05 02:48:45.614477+03,ETHUSD,82.94,17.06
2026-03-05 02:49:46.81177+03,ETHUSD,82.94,17.06
2026-03-05 02:50:48.85703+03,ETHUSD,82.94,17.06
2026-03-05 02:51:50.866714+03,ETHUSD,82.94,17.06
2026-03-05 02:53:24.634663+03,ETHUSD,82.89,17.11
2026-03-05 02:54:24.276385+03,ETHUSD,82.89,17.11
2026-03-05 03:01:33.292446+03,ETHUSD,82.71,17.29
2026-03-05 03:02:03.982442+03,ETHUSD,82.71,17.29
2026-03-05 03:02:35.129505+03,ETHUSD,82.71,17.29
2026-03-05 03:06:19.590694+03,ETHUSD,82.71,17.29
2026-03-05 03:07:51.397393+03,ETHUSD,82.78,17.22
2026-03-05 10:27:24.559656+03,ETHUSD,84.32,15.68
2026-03-05 10:29:59.464986+03,ETHUSD,84.32,15.68
2026-03-05 10:32:33.42341+03,ETHUSD,84.32,15.68
2026-03-05 10:35:08.459044+03,ETHUSD,84.37,15.63
2026-03-05 10:39:46.13731+03,ETHUSD,84.37,15.63
2026-03-05 10:43:51.510694+03,ETHUSD,84.39,15.61
2026-03-05 10:45:54.087218+03,ETHUSD,84.39,15.61
2026-03-05 10:47:01.565873+03,ETHUSD,84.35,15.65
2026-03-05 10:48:03.521495+03,ETHUSD,84.35,15.65
2026-03-05 10:50:06.839464+03,ETHUSD,84.35,15.65
2026-03-05 10:50:37.533112+03,ETHUSD,84.35,15.65
2026-03-05 10:55:58.695069+03,ETHUSD,84.32,15.68
2026-03-05 10:57:29.184716+03,ETHUSD,84.32,15.68
2026-03-05 10:59:33.840304+03,ETHUSD,84.27,15.73
2026-03-05 11:01:05.027046+03,ETHUSD,84.27,15.73
2026-03-05 11:02:39.081127+03,ETHUSD,84.27,15.73
2026-03-05 11:04:41.746872+03,ETHUSD,84.23,15.77
2026-03-05 11:06:14.619718+03,ETHUSD,84.23,15.77
2026-03-05 11:08:20.334986+03,ETHUSD,84.23,15.77
2026-03-05 11:10:23.408311+03,ETHUSD,84.22,15.78
2026-03-05 11:16:02.604657+03,ETHUSD,84.01,15.99
2026-03-05 11:17:34.899475+03,ETHUSD,84.01,15.99
2026-03-05 11:18:05.206322+03,ETHUSD,84.01,15.99
2026-03-05 11:19:36.46888+03,ETHUSD,84.01,15.99
2026-03-05 11:20:09.102032+03,ETHUSD,84.01,15.99
2026-03-05 11:20:38.697793+03,ETHUSD,84.01,15.99
2026-03-05 11:24:47.121471+03,ETHUSD,83.86,16.14
2026-03-05 11:28:22.77722+03,ETHUSD,83.86,16.14
2026-03-05 11:29:54.283326+03,ETHUSD,83.92,16.08
2026-03-05 11:36:04.192753+03,ETHUSD,83.85,16.15
2026-03-05 11:36:37.846052+03,ETHUSD,83.85,16.15
2026-03-05 11:40:12.167997+03,ETHUSD,83.85,16.15
2026-03-05 11:40:42.272361+03,ETHUSD,84.08,15.92
2026-03-05 11:43:47.890496+03,ETHUSD,84.08,15.92
2026-03-05 11:49:00.03797+03,ETHUSD,84.11,15.89
2026-03-05 11:49:29.964549+03,ETHUSD,84.11,15.89
2026-03-05 11:50:32.592783+03,ETHUSD,84.11,15.89
2026-03-05 11:55:37.992636+03,ETHUSD,84.37,15.63
2026-03-05 11:59:49.15334+03,ETHUSD,84.4,15.6
2026-03-05 12:01:23.088957+03,ETHUSD,84.4,15.6
2026-03-05 12:04:59.556224+03,ETHUSD,84.4,15.6
2026-03-05 12:06:31.506161+03,ETHUSD,84.49,15.51
2026-03-05 12:08:34.213586+03,ETHUSD,84.49,15.51
2026-03-05 12:09:03.95079+03,ETHUSD,84.49,15.51
2026-03-05 12:19:56.686979+03,ETHUSD,84.89,15.11
2026-03-05 12:21:59.077102+03,ETHUSD,84.95,15.05
2026-03-05 12:22:29.079756+03,ETHUSD,84.95,15.05
2026-03-05 12:30:42.577783+03,ETHUSD,84.87,15.13
2026-03-05 12:31:44.188675+03,ETHUSD,84.87,15.13
2026-03-05 12:34:19.079732+03,ETHUSD,84.85,15.15
2026-03-05 12:35:21.358968+03,ETHUSD,84.85,15.15
2026-03-05 12:36:56.467368+03,ETHUSD,84.85,15.15
2026-03-05 12:37:28.485407+03,ETHUSD,84.85,15.15
2026-03-05 12:39:04.715323+03,ETHUSD,84.88,15.12
2026-03-05 14:30:31.266782+03,ETHUSD,85.19,14.81
2026-03-05 14:31:02.153024+03,ETHUSD,85.19,14.81
2026-03-05 14:31:32.798303+03,ETHUSD,85.19,14.81
2026-03-05 16:12:01.437961+03,ETHUSD,85.13,14.87
2026-03-05 16:12:32.104765+03,ETHUSD,85.13,14.87
2026-03-05 16:18:48.5587+03,ETHUSD,85.22,14.78
2026-03-05 16:20:26.09156+03,ETHUSD,85.22,14.78
2026-03-05 16:20:56.883485+03,ETHUSD,85.1,14.9
2026-03-05 16:21:57.785711+03,ETHUSD,85.1,14.9
2026-03-05 16:39:56.864645+03,ETHUSD,84.91,15.09
2026-03-05 16:46:08.150458+03,ETHUSD,84.76,15.24
2026-03-05 16:48:15.684639+03,ETHUSD,84.92,15.08
2026-03-05 16:51:15.499263+03,ETHUSD,84.92,15.08
2026-03-05 16:53:50.999198+03,ETHUSD,85.03,14.97
2026-03-05 16:55:54.382507+03,ETHUSD,85.03,14.97
2026-03-05 16:59:00.751815+03,ETHUSD,85.18,14.82
2026-03-05 17:01:35.167576+03,ETHUSD,85.18,14.82
2026-03-05 17:04:44.458312+03,ETHUSD,85.2,14.8
2026-03-05 17:07:51.44004+03,ETHUSD,85.2,14.8
2026-03-05 17:11:32.021249+03,ETHUSD,85.25,14.75
2026-03-05 17:14:36.877184+03,ETHUSD,85.25,14.75
2026-03-04 04:05:28.95324+03,ETHUSD,88.71,11.29
2026-03-04 04:07:39.209905+03,ETHUSD,88.69,11.31
2026-03-04 04:08:09.577515+03,ETHUSD,88.69,11.31
2026-03-04 04:14:17.498134+03,ETHUSD,88.78,11.22
2026-03-04 04:17:19.820702+03,ETHUSD,88.78,11.22
2026-03-04 04:18:50.702788+03,ETHUSD,88.73,11.27
2026-03-04 04:39:21.674207+03,ETHUSD,88.55,11.45
2026-03-04 04:39:52.246288+03,ETHUSD,88.55,11.45
2026-03-04 04:42:02.74965+03,ETHUSD,88.63,11.37
2026-03-04 04:43:36.639509+03,ETHUSD,88.63,11.37
2026-03-04 04:48:46.688399+03,ETHUSD,88.66,11.34
2026-03-04 04:50:48.622651+03,ETHUSD,88.66,11.34
2026-03-04 19:08:34.522588+03,ETHUSD,85.74,14.26
2026-03-04 19:12:44.069003+03,ETHUSD,86.1,13.9
2026-03-04 19:13:46.165085+03,ETHUSD,86.1,13.9
2026-03-04 19:14:47.710252+03,ETHUSD,86.1,13.9
2026-03-04 19:17:52.624602+03,ETHUSD,86.1,13.9
2026-03-04 19:18:53.745116+03,ETHUSD,85.52,14.48
2026-03-04 20:45:34.006326+03,ETHUSD,84.16,15.84
2026-03-04 20:49:04.308451+03,ETHUSD,84.16,15.84
2026-03-04 21:12:12.770479+03,ETHUSD,83.63,16.37
2026-03-04 21:49:53.255079+03,ETHUSD,83.15,16.85
2026-03-04 21:50:55.539876+03,ETHUSD,83.22,16.78
2026-03-04 22:57:18.301291+03,ETHUSD,84.24,15.76
2026-03-04 22:57:48.950196+03,ETHUSD,84.24,15.76
2026-03-05 00:42:13.78322+03,ETHUSD,83.3,16.7
2026-03-05 01:10:33.916146+03,ETHUSD,83.46,16.54
2026-03-05 01:44:15.848179+03,ETHUSD,82.86,17.14
2026-03-05 02:06:09.625184+03,ETHUSD,82.62,17.38
2026-03-05 10:27:54.792893+03,ETHUSD,84.32,15.68
2026-03-05 10:29:29.717427+03,ETHUSD,84.32,15.68
2026-03-05 10:30:30.747797+03,ETHUSD,84.32,15.68
2026-03-05 10:31:00.995385+03,ETHUSD,84.32,15.68
2026-03-05 10:31:32.197043+03,ETHUSD,84.32,15.68
2026-03-05 10:34:05.992507+03,ETHUSD,84.37,15.63
2026-03-05 10:35:38.268597+03,ETHUSD,84.37,15.63
2026-03-05 10:36:38.671075+03,ETHUSD,84.37,15.63
2026-03-05 10:38:10.799069+03,ETHUSD,84.37,15.63
2026-03-05 10:38:44.011055+03,ETHUSD,84.37,15.63
2026-03-05 10:41:48.582028+03,ETHUSD,84.39,15.61
2026-03-05 10:43:21.088858+03,ETHUSD,84.39,15.61
2026-03-05 10:44:22.277453+03,ETHUSD,84.39,15.61
2026-03-05 10:46:24.878717+03,ETHUSD,84.35,15.65
2026-03-05 10:52:16.998892+03,ETHUSD,84.32,15.68
2026-03-05 10:53:18.121031+03,ETHUSD,84.32,15.68
2026-03-05 10:54:50.434879+03,ETHUSD,84.32,15.68
2026-03-05 10:56:26.911446+03,ETHUSD,84.32,15.68
2026-03-05 11:00:35.175594+03,ETHUSD,84.27,15.73
2026-03-05 11:02:06.621437+03,ETHUSD,84.27,15.73
2026-03-05 11:05:41.444887+03,ETHUSD,84.23,15.77
2026-03-05 11:06:45.293123+03,ETHUSD,84.23,15.77
2026-03-05 11:07:16.335277+03,ETHUSD,84.23,15.77
2026-03-05 11:12:27.154322+03,ETHUSD,84.22,15.78
2026-03-05 11:13:28.179445+03,ETHUSD,84.22,15.78
2026-03-05 11:15:01.982006+03,ETHUSD,84.22,15.78
2026-03-05 11:19:05.662423+03,ETHUSD,84.01,15.99
2026-03-05 11:22:41.98833+03,ETHUSD,84.01,15.99
2026-03-05 11:24:15.579044+03,ETHUSD,84.01,15.99
2026-03-05 11:25:17.176927+03,ETHUSD,83.86,16.14
2026-03-05 11:30:24.736635+03,ETHUSD,83.92,16.08
2026-03-05 11:32:28.274571+03,ETHUSD,83.92,16.08
2026-03-05 11:41:12.479169+03,ETHUSD,84.08,15.92
2026-03-05 11:41:43.225036+03,ETHUSD,84.08,15.92
2026-03-05 11:42:14.38434+03,ETHUSD,84.08,15.92
2026-03-05 11:45:54.253525+03,ETHUSD,84.11,15.89
2026-03-05 11:46:25.143401+03,ETHUSD,84.11,15.89
2026-03-05 11:46:55.931296+03,ETHUSD,84.11,15.89
2026-03-05 11:48:27.751256+03,ETHUSD,84.11,15.89
2026-03-05 11:52:34.408356+03,ETHUSD,84.37,15.63
2026-03-05 11:57:45.231704+03,ETHUSD,84.37,15.63
2026-03-05 11:59:18.571522+03,ETHUSD,84.4,15.6
2026-03-05 12:00:20.012214+03,ETHUSD,84.4,15.6
2026-03-05 12:01:53.318228+03,ETHUSD,84.4,15.6
2026-03-05 12:03:26.815929+03,ETHUSD,84.4,15.6
2026-03-05 12:12:39.177872+03,ETHUSD,84.74,15.26
2026-03-05 12:13:45.293509+03,ETHUSD,84.74,15.26
2026-03-05 12:14:16.661107+03,ETHUSD,84.74,15.26
2026-03-05 12:16:19.078831+03,ETHUSD,84.74,15.26
2026-03-05 12:17:50.726321+03,ETHUSD,84.89,15.11
2026-03-05 12:19:22.654098+03,ETHUSD,84.89,15.11
2026-03-05 12:24:34.414702+03,ETHUSD,84.95,15.05
2026-03-05 12:25:04.215002+03,ETHUSD,84.95,15.05
2026-03-05 12:26:06.86216+03,ETHUSD,84.95,15.05
2026-03-05 12:26:36.669817+03,ETHUSD,84.95,15.05
2026-03-05 12:28:40.401031+03,ETHUSD,84.87,15.13
2026-03-05 12:29:11.489099+03,ETHUSD,84.87,15.13
2026-03-05 12:30:11.99566+03,ETHUSD,84.87,15.13
2026-03-05 12:38:03.417728+03,ETHUSD,84.88,15.12
2026-03-05 12:38:37.533014+03,ETHUSD,84.88,15.12
2026-03-05 12:40:06.950816+03,ETHUSD,84.88,15.12
2026-03-05 12:40:37.883335+03,ETHUSD,84.88,15.12
2026-03-05 12:41:10.564847+03,ETHUSD,84.88,15.12
2026-03-05 14:36:41.304485+03,ETHUSD,85.23,14.77
2026-03-05 14:38:46.007638+03,ETHUSD,85.19,14.81
2026-03-05 14:42:56.964378+03,ETHUSD,85.14,14.86
2026-03-05 14:43:27.41372+03,ETHUSD,85.14,14.86
2026-03-05 14:43:59.329022+03,ETHUSD,85.14,14.86
2026-03-05 14:52:58.025828+03,ETHUSD,85.14,14.86
2026-03-05 14:55:00.838301+03,ETHUSD,85.24,14.76
2026-03-05 14:56:34.536955+03,ETHUSD,85.24,14.76
2026-03-05 14:59:10.909477+03,ETHUSD,85.24,14.76
2026-03-05 14:59:42.849926+03,ETHUSD,85.24,14.76
2026-03-05 15:03:21.408278+03,ETHUSD,85.21,14.79
2026-03-05 15:04:52.920436+03,ETHUSD,85.21,14.79
2026-03-05 15:05:23.567718+03,ETHUSD,85.21,14.79
2026-03-05 15:06:30.275151+03,ETHUSD,85.17,14.83
2026-03-05 15:09:11.369589+03,ETHUSD,85.17,14.83
2026-03-05 15:10:12.562707+03,ETHUSD,85.17,14.83
2026-03-05 16:19:22.634721+03,ETHUSD,85.22,14.78
2026-03-05 16:22:59.469329+03,ETHUSD,85.1,14.9
2026-03-05 16:23:36.09178+03,ETHUSD,85.1,14.9
2026-03-05 16:40:26.480442+03,ETHUSD,84.91,15.09
2026-03-05 16:41:58.813473+03,ETHUSD,84.76,15.24
2026-03-05 16:42:28.936879+03,ETHUSD,84.76,15.24
2026-03-05 16:44:32.253943+03,ETHUSD,84.76,15.24
2026-03-05 16:47:39.709129+03,ETHUSD,84.92,15.08
2026-03-05 16:48:42.060736+03,ETHUSD,84.92,15.08
2026-03-05 16:49:12.536535+03,ETHUSD,84.92,15.08
2026-03-05 16:52:18.115467+03,ETHUSD,84.92,15.08
2026-03-05 16:56:25.820332+03,ETHUSD,85.03,14.97
2026-03-05 16:59:30.549571+03,ETHUSD,85.18,14.82
2026-03-05 17:03:13.065891+03,ETHUSD,85.18,14.82
2026-03-05 17:08:22.237199+03,ETHUSD,85.2,14.8
2026-03-05 17:08:53.377947+03,ETHUSD,85.2,14.8
2026-03-05 17:10:58.332678+03,ETHUSD,85.25,14.75
2026-03-05 17:12:33.717641+03,ETHUSD,85.25,14.75
2026-03-05 17:16:08.879112+03,ETHUSD,85.25,14.75
2026-03-05 17:22:56.565051+03,ETHUSD,85.22,14.78
2026-03-05 17:23:57.053246+03,ETHUSD,85.27,14.73
2026-03-05 17:24:58.980145+03,ETHUSD,85.27,14.73
2026-03-05 17:31:42.193859+03,ETHUSD,85.23,14.77
2026-03-05 17:32:44.014225+03,ETHUSD,85.23,14.77
2026-03-05 17:34:49.642996+03,ETHUSD,85.21,14.79
2026-03-05 17:36:23.082217+03,ETHUSD,85.21,14.79
2026-03-05 17:38:28.617059+03,ETHUSD,85.21,14.79
2026-03-05 17:39:29.715988+03,ETHUSD,85.28,14.72
2026-03-04 04:06:06.025209+03,ETHUSD,88.69,11.31
2026-03-04 04:09:42.657275+03,ETHUSD,88.69,11.31
2026-03-04 04:10:42.992633+03,ETHUSD,88.69,11.31
2026-03-04 04:11:44.064982+03,ETHUSD,88.78,11.22
2026-03-04 04:12:45.798449+03,ETHUSD,88.78,11.22
2026-03-04 04:14:47.975629+03,ETHUSD,88.78,11.22
2026-03-04 04:15:18.52619+03,ETHUSD,88.78,11.22
2026-03-04 04:17:50.474235+03,ETHUSD,88.73,11.27
2026-03-04 04:38:21.950533+03,ETHUSD,88.55,11.45
2026-03-04 04:41:32.087974+03,ETHUSD,88.63,11.37
2026-03-04 04:43:03.772433+03,ETHUSD,88.63,11.37
2026-03-04 04:45:08.812025+03,ETHUSD,88.63,11.37
2026-03-04 04:49:17.626555+03,ETHUSD,88.66,11.34
2026-03-04 19:09:40.836705+03,ETHUSD,85.74,14.26
2026-03-04 19:10:11.017184+03,ETHUSD,85.74,14.26
2026-03-04 19:11:42.423284+03,ETHUSD,86.1,13.9
2026-03-04 19:15:48.529047+03,ETHUSD,86.1,13.9
2026-03-04 19:16:50.395869+03,ETHUSD,86.1,13.9
2026-03-04 19:17:22.098503+03,ETHUSD,86.1,13.9
2026-03-04 19:18:22.282867+03,ETHUSD,86.1,13.9
2026-03-04 20:46:55.408182+03,ETHUSD,84.16,15.84
2026-03-04 20:50:40.409567+03,ETHUSD,84.2,15.8
2026-03-04 20:51:41.042099+03,ETHUSD,84.2,15.8
2026-03-04 21:13:14.841109+03,ETHUSD,83.63,16.37
2026-03-04 21:51:41.752619+03,ETHUSD,83.22,16.78
2026-03-04 22:58:19.998742+03,ETHUSD,84.24,15.76
2026-03-04 22:59:21.529485+03,ETHUSD,84.24,15.76
2026-03-04 22:59:52.707189+03,ETHUSD,84.21,15.79
2026-03-05 00:42:46.059659+03,ETHUSD,83.3,16.7
2026-03-05 01:12:10.738071+03,ETHUSD,83.46,16.54
2026-03-05 01:44:48.275708+03,ETHUSD,82.86,17.14
2026-03-05 02:06:40.509716+03,ETHUSD,82.62,17.38
2026-03-05 02:07:13.413805+03,ETHUSD,82.62,17.38
2026-03-05 02:07:44.410333+03,ETHUSD,82.62,17.38
2026-03-05 02:13:53.406434+03,ETHUSD,82.82,17.18
2026-03-05 02:14:55.117267+03,ETHUSD,82.82,17.18
2026-03-05 02:22:34.868009+03,ETHUSD,83.05,16.95
2026-03-05 02:25:13.104796+03,ETHUSD,83.05,16.95
2026-03-05 02:26:45.20929+03,ETHUSD,83.05,16.95
2026-03-05 02:28:17.092951+03,ETHUSD,82.84,17.16
2026-03-05 02:30:18.87931+03,ETHUSD,82.84,17.16
2026-03-05 02:30:48.914056+03,ETHUSD,82.84,17.16
2026-03-05 02:34:54.64858+03,ETHUSD,82.79,17.21
2026-03-05 02:35:56.089002+03,ETHUSD,82.79,17.21
2026-03-05 02:36:27.172454+03,ETHUSD,82.79,17.21
2026-03-05 02:36:58.269786+03,ETHUSD,82.79,17.21
2026-03-05 02:42:35.644455+03,ETHUSD,82.63,17.37
2026-03-05 02:45:09.663581+03,ETHUSD,82.63,17.37
2026-03-05 02:47:12.6546+03,ETHUSD,82.94,17.06
2026-03-05 02:52:21.577151+03,ETHUSD,82.94,17.06
2026-03-05 02:52:53.566226+03,ETHUSD,82.94,17.06
2026-03-05 02:59:30.134856+03,ETHUSD,82.89,17.11
2026-03-05 10:28:25.703547+03,ETHUSD,84.32,15.68
2026-03-05 10:33:35.6826+03,ETHUSD,84.32,15.68
2026-03-05 10:36:08.509958+03,ETHUSD,84.37,15.63
2026-03-05 10:40:17.029147+03,ETHUSD,84.37,15.63
2026-03-05 10:40:47.222919+03,ETHUSD,84.39,15.61
2026-03-05 10:41:18.426555+03,ETHUSD,84.39,15.61
2026-03-05 10:54:19.801623+03,ETHUSD,84.32,15.68
2026-03-05 15:10:43.483492+03,ETHUSD,85.17,14.83
2026-03-05 16:21:28.029858+03,ETHUSD,85.1,14.9
2026-03-05 16:22:28.339729+03,ETHUSD,85.1,14.9
2026-03-05 16:41:28.775883+03,ETHUSD,84.76,15.24
2026-03-05 16:43:00.118274+03,ETHUSD,84.76,15.24
2026-03-05 16:45:03.200449+03,ETHUSD,84.76,15.24
2026-03-05 16:47:08.968962+03,ETHUSD,84.92,15.08
2026-03-05 16:50:44.805512+03,ETHUSD,84.92,15.08
2026-03-05 16:53:19.671047+03,ETHUSD,85.03,14.97
2026-03-05 16:54:52.740778+03,ETHUSD,85.03,14.97
2026-03-05 16:57:26.666667+03,ETHUSD,85.03,14.97
2026-03-05 17:03:44.091919+03,ETHUSD,85.18,14.82
2026-03-05 17:04:15.781405+03,ETHUSD,85.18,14.82
2026-03-05 17:05:16.255235+03,ETHUSD,85.2,14.8
2026-03-05 17:06:49.80398+03,ETHUSD,85.2,14.8
2026-03-05 17:09:24.57236+03,ETHUSD,85.2,14.8
2026-03-05 17:10:27.157002+03,ETHUSD,85.2,14.8
2026-03-05 17:13:05.104022+03,ETHUSD,85.25,14.75
2026-03-05 17:13:35.306402+03,ETHUSD,85.25,14.75
2026-03-05 17:15:08.289101+03,ETHUSD,85.25,14.75
2026-03-05 17:19:48.313155+03,ETHUSD,85.22,14.78
2026-03-05 17:20:20.009891+03,ETHUSD,85.22,14.78
2026-03-05 17:21:21.875695+03,ETHUSD,85.22,14.78
2026-03-05 17:25:30.117972+03,ETHUSD,85.27,14.73
2026-03-05 17:28:03.495921+03,ETHUSD,85.27,14.73
2026-03-05 17:33:48.073055+03,ETHUSD,85.21,14.79
2026-03-05 17:51:33.295082+03,ETHUSD,85.31,14.69
2026-03-05 19:10:05.060485+03,ETHUSD,85.75,14.25
2026-03-05 19:11:06.642311+03,ETHUSD,85.75,14.25
2026-03-05 19:15:14.614519+03,ETHUSD,85.64,14.36
2026-03-05 19:16:19.564547+03,ETHUSD,85.64,14.36
2026-03-05 19:17:21.235438+03,ETHUSD,85.64,14.36
2026-03-05 19:44:07.048139+03,ETHUSD,86.18,13.82
2026-03-05 19:44:37.910806+03,ETHUSD,86.18,13.82
2026-03-05 19:46:39.089807+03,ETHUSD,86.18,13.82
2026-03-05 19:48:45.715937+03,ETHUSD,86.19,13.81
2026-03-05 19:55:57.775056+03,ETHUSD,86.27,13.73
2026-03-05 19:57:59.577028+03,ETHUSD,86.27,13.73
2026-03-05 19:58:30.556761+03,ETHUSD,86.27,13.73
2026-03-05 20:18:04.629405+03,ETHUSD,86.32,13.68
2026-03-05 20:46:53.111627+03,ETHUSD,86.05,13.95
2026-03-05 20:56:48.914577+03,ETHUSD,86.03,13.97
2026-03-05 21:02:58.244343+03,ETHUSD,86.06,13.94
2026-03-05 21:05:32.575562+03,ETHUSD,86.06,13.94
2026-03-05 21:09:40.207687+03,ETHUSD,86.02,13.98
2026-03-05 21:11:12.281868+03,ETHUSD,86.02,13.98
2026-03-05 21:12:13.81304+03,ETHUSD,86.02,13.98
2026-03-05 23:41:20.88898+03,ETHUSD,86.5,13.5
2026-03-06 01:09:00.113583+03,ETHUSD,86.59,13.41
2026-03-06 01:13:41.452682+03,ETHUSD,86.59,13.41
2026-03-06 01:27:35.919746+03,ETHUSD,86.45,13.55
2026-03-06 01:28:06.162799+03,ETHUSD,86.45,13.55
2026-03-06 01:29:39.67949+03,ETHUSD,86.45,13.55
2026-03-06 01:32:43.420879+03,ETHUSD,86.45,13.55
2026-03-06 01:43:58.051334+03,ETHUSD,86.31,13.69
2026-03-06 01:45:00.375066+03,ETHUSD,86.31,13.69
2026-03-06 01:46:32.698122+03,ETHUSD,86.31,13.69
2026-03-06 01:48:34.643842+03,ETHUSD,86.31,13.69
2026-03-06 01:55:14.304137+03,ETHUSD,86.37,13.63
2026-03-06 01:57:21.35243+03,ETHUSD,86.36,13.64
2026-03-06 01:58:54.103493+03,ETHUSD,86.36,13.64
2026-03-06 02:01:03.045049+03,ETHUSD,86.36,13.64
2026-03-06 02:02:04.250031+03,ETHUSD,86.36,13.64
2026-03-06 02:04:37.086671+03,ETHUSD,86.29,13.71
2026-03-06 02:06:11.661219+03,ETHUSD,86.29,13.71
2026-03-06 02:12:19.088356+03,ETHUSD,86.25,13.75
2026-03-06 02:16:24.462102+03,ETHUSD,86.23,13.77
2026-03-06 03:08:41.730087+03,ETHUSD,86.18,13.82
2026-03-06 03:09:44.390285+03,ETHUSD,86.18,13.82
2026-03-06 03:10:46.136782+03,ETHUSD,86.18,13.82
2026-03-06 03:12:19.339181+03,ETHUSD,86.29,13.71
2026-03-06 03:19:30.458943+03,ETHUSD,86.23,13.77
2026-03-06 03:24:40.686817+03,ETHUSD,86.37,13.63
2026-03-06 03:26:12.634572+03,ETHUSD,86.37,13.63
2026-03-06 03:27:45.551895+03,ETHUSD,86.37,13.63
2026-03-06 03:29:17.589002+03,ETHUSD,86.37,13.63
2026-03-06 03:29:48.816113+03,ETHUSD,86.32,13.68
2026-03-04 04:06:36.836254+03,ETHUSD,88.69,11.31
2026-03-04 04:07:08.176556+03,ETHUSD,88.69,11.31
2026-03-04 04:08:40.731948+03,ETHUSD,88.69,11.31
2026-03-04 04:09:11.744992+03,ETHUSD,88.69,11.31
2026-03-04 04:11:13.915643+03,ETHUSD,88.69,11.31
2026-03-04 04:13:47.233915+03,ETHUSD,88.78,11.22
2026-03-04 04:16:19.505012+03,ETHUSD,88.78,11.22
2026-03-04 19:19:25.2881+03,ETHUSD,85.52,14.48
