id,timeframe,computed_at,start_time,end_time,rows,latest_close,latest_score,buyers_plus_sellers_mean_abs_diff
8801,15m,2026-03-03 21:49:31.936371+03,2026-02-01 21:30:00+03,2026-03-03 21:30:00+03,2843,1993.235,-59.381842987936345,1.3596034057456718e-15
8809,15m,2026-03-03 21:51:32.856845+03,2026-02-01 21:30:00+03,2026-03-03 21:30:00+03,2843,1993.235,-59.381842987936345,1.3596034057456718e-15
8944,5m,2026-03-03 22:26:46.441399+03,2026-02-01 22:25:00+03,2026-03-03 22:25:00+03,8457,1991.055,-898.0468150302985,1.8147952101712383e-15
8954,30m,2026-03-03 22:28:50.720061+03,2026-02-01 22:00:00+03,2026-03-03 22:00:00+03,1425,1991.055,25.322698563059873,1.2266211438384887e-15
8958,30m,2026-03-03 22:29:51.819427+03,2026-02-01 22:00:00+03,2026-03-03 22:00:00+03,1425,1984.845,25.96039213467672,1.2266211438384887e-15
8960,5m,2026-03-03 22:30:51.296269+03,2026-02-01 22:25:00+03,2026-03-03 22:25:00+03,8457,1986.325,-508.79455755602334,1.8147952101712383e-15
8963,1m,2026-03-03 22:31:52.963207+03,2026-02-01 22:27:00+03,2026-03-03 22:30:00+03,42192,1988.345,0,0
8965,15m,2026-03-03 22:31:53.399055+03,2026-02-01 22:15:00+03,2026-03-03 22:30:00+03,2844,1988.345,21.392686443564966,1.3641221298347914e-15
8974,30m,2026-03-03 22:33:54.978209+03,2026-02-01 22:00:00+03,2026-03-03 22:30:00+03,1426,1984.705,9.459006106933941,1.2157954244422471e-15
8977,15m,2026-03-03 22:34:55.896923+03,2026-02-01 22:15:00+03,2026-03-03 22:30:00+03,2844,1983.895,21.63435054145417,1.3691189141931606e-15
8981,15m,2026-03-03 22:35:57.393873+03,2026-02-01 22:15:00+03,2026-03-03 22:30:00+03,2844,1982.665,21.77824229558463,1.3641221298347914e-15
8983,1m,2026-03-03 22:36:57.203893+03,2026-02-01 22:27:00+03,2026-03-03 22:35:00+03,42197,1978.485,0,0
8989,15m,2026-03-03 22:37:58.646445+03,2026-02-01 22:15:00+03,2026-03-03 22:30:00+03,2844,1981.205,21.951822808406405,1.3641221298347914e-15
8991,1m,2026-03-03 22:38:59.097713+03,2026-02-01 22:27:00+03,2026-03-03 22:37:00+03,42199,1990.705,0,0
8996,5m,2026-03-03 22:40:01.328718+03,2026-02-01 22:25:00+03,2026-03-03 22:35:00+03,8459,1987.735,4.403315297173531,1.8143661298520115e-15
9002,30m,2026-03-03 22:41:02.919067+03,2026-02-01 22:00:00+03,2026-03-03 22:30:00+03,1426,1987.735,11.971886436592154,1.2157954244422471e-15
5816,5m,2026-03-03 01:56:56.42158+03,2026-02-01 00:25:00+03,2026-03-03 01:50:00+03,8532,2053.665,1.001305869738376,1.99871374334768e-17
5822,30m,2026-03-03 01:57:57.293861+03,2026-02-01 00:00:00+03,2026-03-03 01:00:00+03,1427,2050.465,0,4.9792763543104427e-17
5826,30m,2026-03-03 01:58:57.779942+03,2026-02-01 00:00:00+03,2026-03-03 01:00:00+03,1427,2050.465,0,4.9792763543104427e-17
5830,30m,2026-03-03 01:59:58.212219+03,2026-02-01 00:00:00+03,2026-03-03 01:00:00+03,1427,2050.465,0,4.9792763543104427e-17
5834,30m,2026-03-03 02:00:59.085396+03,2026-02-01 00:00:00+03,2026-03-03 01:00:00+03,1427,2050.465,0,4.9792763543104427e-17
5837,15m,2026-03-03 02:02:00.014887+03,2026-02-01 00:15:00+03,2026-03-03 01:45:00+03,2855,2054.035,0,3.484272609681752e-17
5841,15m,2026-03-03 02:03:00.150741+03,2026-02-01 00:15:00+03,2026-03-03 01:45:00+03,2855,2054.035,0,3.484272609681752e-17
5846,30m,2026-03-03 02:04:01.239601+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5852,5m,2026-03-03 02:06:00.863726+03,2026-02-01 00:25:00+03,2026-03-03 01:55:00+03,8533,2054.035,-1.1125620774871285,2.1650194690920667e-17
5856,5m,2026-03-03 02:07:02.421462+03,2026-02-01 00:25:00+03,2026-03-03 02:00:00+03,8534,2048.575,-0.22251241549750475,2.331286219976893e-17
5869,15m,2026-03-03 02:10:03.466591+03,2026-02-01 00:15:00+03,2026-03-03 01:45:00+03,2855,2054.035,0,3.484272609681752e-17
5875,1m,2026-03-03 02:12:03.708261+03,2026-02-01 00:25:00+03,2026-03-03 02:10:00+03,42670,2051.045,0,0
5879,1m,2026-03-03 02:13:04.135598+03,2026-02-01 00:25:00+03,2026-03-03 02:11:00+03,42671,2050.585,0,0
5886,30m,2026-03-03 02:14:05.421799+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5887,1m,2026-03-03 02:15:04.771876+03,2026-02-01 00:25:00+03,2026-03-03 02:13:00+03,42673,2047.8649999999998,0,0
5893,15m,2026-03-03 02:16:05.889212+03,2026-02-01 00:15:00+03,2026-03-03 02:00:00+03,2856,2045.465,0,3.483052626275001e-17
5895,1m,2026-03-03 02:17:06.407827+03,2026-02-01 00:25:00+03,2026-03-03 02:15:00+03,42675,2045.005,0,0
5898,30m,2026-03-03 02:17:06.979324+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5901,15m,2026-03-03 02:18:07.103454+03,2026-02-01 00:15:00+03,2026-03-03 02:00:00+03,2856,2045.465,0,3.483052626275001e-17
5908,5m,2026-03-03 02:20:07.793371+03,2026-02-01 00:25:00+03,2026-03-03 02:10:00+03,8536,2045.465,-0.1405189082242678,2.4972214237116923e-17
5911,1m,2026-03-03 02:21:09.529974+03,2026-02-01 00:25:00+03,2026-03-03 02:19:00+03,42679,2044.785,0,0
5916,5m,2026-03-03 02:22:10.852725+03,2026-02-01 00:25:00+03,2026-03-03 02:15:00+03,8537,2044.785,-0.23460548155715813,2.4969289062671904e-17
5921,15m,2026-03-03 02:23:11.761088+03,2026-02-01 00:15:00+03,2026-03-03 02:00:00+03,2856,2045.465,0,3.483052626275001e-17
5923,1m,2026-03-03 02:24:11.812787+03,2026-02-01 00:25:00+03,2026-03-03 02:22:00+03,42682,2043.595,0,0
5928,5m,2026-03-03 02:25:12.584251+03,2026-02-01 00:25:00+03,2026-03-03 02:15:00+03,8537,2044.785,-0.23460548155715813,2.4969289062671904e-17
5931,1m,2026-03-03 02:26:11.921345+03,2026-02-01 00:25:00+03,2026-03-03 02:24:00+03,42684,2041.135,0,0
7107,1m,2026-03-03 12:26:23.901427+03,2026-02-01 02:58:00+03,2026-03-03 12:15:00+03,42852,1967.455,0,0
7111,1m,2026-03-03 12:46:07.262834+03,2026-02-01 02:58:00+03,2026-03-03 12:26:00+03,42854,1950.845,0,0
7118,30m,2026-03-03 12:47:11.642466+03,2026-02-01 02:30:00+03,2026-03-03 12:00:00+03,1444,1951.025,2.765989185112928,9.841312129641277e-17
7120,5m,2026-03-03 12:48:10.192835+03,2026-02-01 02:55:00+03,2026-03-03 12:25:00+03,8586,1951.025,2.108971107096004,3.806774498598254e-17
7128,5m,2026-03-03 12:50:11.001721+03,2026-02-01 02:55:00+03,2026-03-03 12:25:00+03,8586,1951.025,2.108971107096004,3.806774498598254e-17
8000,5m,2026-03-03 17:53:51.831975+03,2026-02-01 02:55:00+03,2026-03-03 17:45:00+03,8635,1936.755,-1.541693164518091,4.937181719236365e-17
8004,5m,2026-03-03 17:54:52.386881+03,2026-02-01 02:55:00+03,2026-03-03 17:45:00+03,8635,1936.755,-1.541693164518091,4.937181719236365e-17
8013,15m,2026-03-03 17:56:54.548223+03,2026-02-01 02:45:00+03,2026-03-03 17:30:00+03,2902,1936.985,1.3980951969734863,8.324759826272711e-17
8021,15m,2026-03-03 17:58:56.490136+03,2026-02-01 02:45:00+03,2026-03-03 17:30:00+03,2902,1936.985,1.3980951969734863,8.324759826272711e-17
8028,5m,2026-03-03 18:00:56.486385+03,2026-02-01 02:55:00+03,2026-03-03 17:50:00+03,8636,1952.395,-0.8431134493457868,4.936610021492127e-17
8034,30m,2026-03-03 18:01:59.440827+03,2026-02-01 02:30:00+03,2026-03-03 17:30:00+03,1455,1942.305,1.7272338203812683,1.172029254862021e-16
8035,1m,2026-03-03 18:02:57.163298+03,2026-02-01 02:58:00+03,2026-03-03 18:00:00+03,43091,1944.725,0,0
8046,30m,2026-03-03 18:05:05.593513+03,2026-02-01 02:30:00+03,2026-03-03 17:30:00+03,1455,1942.305,1.7272338203812683,1.172029254862021e-16
8047,1m,2026-03-03 18:06:03.803782+03,2026-02-01 02:58:00+03,2026-03-03 18:03:00+03,43094,1945.355,0,0
8051,1m,2026-03-03 18:07:04.23348+03,2026-02-01 02:58:00+03,2026-03-03 18:04:00+03,43095,1944.475,0,0
8060,5m,2026-03-03 18:09:06.658823+03,2026-02-01 02:55:00+03,2026-03-03 18:00:00+03,8638,1944.475,-0.29167167977359515,4.935467023107897e-17
8064,5m,2026-03-03 18:10:07.428545+03,2026-02-01 02:55:00+03,2026-03-03 18:00:00+03,8638,1944.475,-0.29167167977359515,4.935467023107897e-17
8068,5m,2026-03-03 18:11:07.315445+03,2026-02-01 02:55:00+03,2026-03-03 18:05:00+03,8639,1943.395,0.49808548392098606,4.934895722375971e-17
8073,15m,2026-03-03 18:12:10.588728+03,2026-02-01 02:45:00+03,2026-03-03 17:45:00+03,2903,1942.305,-0.7784100810219146,8.811415255722909e-17
8076,5m,2026-03-03 18:13:11.1099+03,2026-02-01 02:55:00+03,2026-03-03 18:05:00+03,8639,1943.395,0.49808548392098606,4.934895722375971e-17
8314,30m,2026-03-03 19:13:31.659688+03,2026-02-01 18:00:00+03,2026-03-03 18:30:00+03,1426,1968.905,-0.04741207753960459,1.2955197145696076e-16
8316,5m,2026-03-03 19:14:32.752884+03,2026-02-01 18:20:00+03,2026-03-03 19:05:00+03,8466,1999.285,0,5.371454652568676e-17
8422,30m,2026-03-03 20:12:13.593036+03,2026-02-01 20:00:00+03,2026-03-03 19:30:00+03,1424,1984.245,-0.2776036627005493,1.217503002285565e-15
8769,15m,2026-03-03 21:41:22.93818+03,2026-02-01 21:30:00+03,2026-03-03 21:15:00+03,2842,1986.325,-0.16742678426732419,1.3550815016958983e-15
8774,30m,2026-03-03 21:42:23.481158+03,2026-02-01 21:30:00+03,2026-03-03 21:00:00+03,1424,1986.325,0.06726874094986122,1.2075234694799455e-15
8778,30m,2026-03-03 21:43:24.714919+03,2026-02-01 21:30:00+03,2026-03-03 21:00:00+03,1424,1986.325,0.06726874094986122,1.2075234694799455e-15
8782,30m,2026-03-03 21:44:23.536045+03,2026-02-01 21:30:00+03,2026-03-03 21:00:00+03,1424,1986.325,0.06726874094986122,1.2075234694799455e-15
8784,5m,2026-03-03 21:45:23.326391+03,2026-02-01 21:40:00+03,2026-03-03 21:35:00+03,8456,1995.675,-0.1927116455649534,1.813329261790795e-15
8792,5m,2026-03-03 21:47:30.806762+03,2026-02-01 21:40:00+03,2026-03-03 21:40:00+03,8457,1993.235,-366.081746967346,1.8147952101712383e-15
8796,5m,2026-03-03 21:48:30.23737+03,2026-02-01 21:40:00+03,2026-03-03 21:40:00+03,8457,1993.235,-366.081746967346,1.8147952101712383e-15
8803,1m,2026-03-03 21:50:31.981899+03,2026-02-01 21:42:00+03,2026-03-03 21:48:00+03,42195,1988.645,0,0
8810,30m,2026-03-03 21:51:32.977277+03,2026-02-01 21:30:00+03,2026-03-03 21:00:00+03,1424,1986.325,0.06726874094986122,1.2075234694799455e-15
8945,15m,2026-03-03 22:26:46.640974+03,2026-02-01 22:15:00+03,2026-03-03 22:15:00+03,2843,1991.055,-29.06253478389472,1.3646019476785604e-15
8953,15m,2026-03-03 22:28:50.600204+03,2026-02-01 22:15:00+03,2026-03-03 22:15:00+03,2843,1991.055,-29.06253478389472,1.3646019476785604e-15
8955,1m,2026-03-03 22:29:51.047487+03,2026-02-01 22:27:00+03,2026-03-03 22:27:00+03,42189,1984.845,0,0
8957,15m,2026-03-03 22:29:51.619738+03,2026-02-01 22:15:00+03,2026-03-03 22:15:00+03,2843,1984.845,-26.80792904791335,1.3646019476785604e-15
8964,5m,2026-03-03 22:31:53.13177+03,2026-02-01 22:25:00+03,2026-03-03 22:30:00+03,8458,1988.345,280.33881152637997,1.8145806446462715e-15
9035,1m,2026-03-03 22:50:12.306032+03,2026-02-01 22:27:00+03,2026-03-03 22:48:00+03,42210,1985.725,0,0
9082,30m,2026-03-03 23:01:19.852753+03,2026-02-01 22:00:00+03,2026-03-03 22:30:00+03,1426,1986.375,13.842018902858175,1.2257609607081672e-15
9090,30m,2026-03-03 23:03:21.086514+03,2026-02-01 22:00:00+03,2026-03-03 23:00:00+03,1427,1985.985,-0.04164903878319829,1.224901983160369e-15
9091,1m,2026-03-03 23:04:22.657536+03,2026-02-01 22:27:00+03,2026-03-03 23:03:00+03,42225,1987.25,0,0
9097,15m,2026-03-03 23:05:22.837522+03,2026-02-01 22:15:00+03,2026-03-03 23:00:00+03,2846,1988.465,-0.058290995293058485,1.3631635057098198e-15
9113,15m,2026-03-03 23:09:11.140513+03,2026-02-01 23:00:00+03,2026-03-03 23:00:00+03,2843,1987.425,-27.570336565618213,1.3596034057456718e-15
9115,1m,2026-03-03 23:10:11.390789+03,2026-02-01 23:07:00+03,2026-03-03 23:08:00+03,42190,1986.265,0,0
9130,30m,2026-03-03 23:13:14.531512+03,2026-02-01 23:00:00+03,2026-03-03 23:00:00+03,1425,1983.225,-18.072511293023627,1.2266211438384887e-15
9137,15m,2026-03-03 23:15:15.970746+03,2026-02-01 23:00:00+03,2026-03-03 23:00:00+03,2843,1980.245,-15.000425731064084,1.3596034057456718e-15
9150,30m,2026-03-03 23:18:17.335787+03,2026-02-01 23:00:00+03,2026-03-03 23:00:00+03,1425,1979.785,-12.40324599092978,1.2365936734631918e-15
9152,5m,2026-03-03 23:19:17.101956+03,2026-02-01 23:05:00+03,2026-03-03 23:15:00+03,8459,1979.785,0.9329562083672971,1.817726067129515e-15
9155,1m,2026-03-03 23:20:18.206846+03,2026-02-01 23:07:00+03,2026-03-03 23:18:00+03,42200,1982.145,0,0
9157,15m,2026-03-03 23:20:18.728412+03,2026-02-01 23:00:00+03,2026-03-03 23:15:00+03,2844,1982.145,13.449563522095646,1.3591253454764222e-15
9160,5m,2026-03-03 23:21:18.615877+03,2026-02-01 23:05:00+03,2026-03-03 23:15:00+03,8459,1979.985,1.4243753148143907,1.816046098490763e-15
9169,15m,2026-03-03 23:23:19.908422+03,2026-02-01 23:00:00+03,2026-03-03 23:15:00+03,2844,1984.225,13.4864851963165,1.3591253454764222e-15
9176,5m,2026-03-03 23:25:21.45504+03,2026-02-01 23:05:00+03,2026-03-03 23:20:00+03,8460,1983.825,0.3913557457054377,1.815831435831367e-15
9180,5m,2026-03-03 23:26:22.038395+03,2026-02-01 23:05:00+03,2026-03-03 23:20:00+03,8460,1984.335,-0.2451765656950182,1.8175112058922656e-15
9196,5m,2026-03-03 23:30:25.337208+03,2026-02-01 23:05:00+03,2026-03-03 23:25:00+03,8461,1982.63,-2.883895359791622,1.8172963954436317e-15
5817,15m,2026-03-03 01:56:56.623861+03,2026-02-01 00:15:00+03,2026-03-03 01:30:00+03,2854,2055.785,0,2.987565812586266e-17
5823,1m,2026-03-03 01:58:57.438304+03,2026-02-01 00:25:00+03,2026-03-03 01:56:00+03,42656,2051.905,0,0
5827,1m,2026-03-03 01:59:57.639851+03,2026-02-01 00:25:00+03,2026-03-03 01:57:00+03,42657,2053.275,0,0
5832,5m,2026-03-03 02:00:58.777603+03,2026-02-01 00:25:00+03,2026-03-03 01:50:00+03,8532,2053.665,1.001305869738376,1.99871374334768e-17
5836,5m,2026-03-03 02:01:59.80482+03,2026-02-01 00:25:00+03,2026-03-03 01:55:00+03,8533,2054.035,-1.1125620774871285,2.1650194690920667e-17
5840,5m,2026-03-03 02:03:00.024595+03,2026-02-01 00:25:00+03,2026-03-03 01:55:00+03,8533,2054.035,-1.1125620774871285,2.1650194690920667e-17
5844,5m,2026-03-03 02:04:01.013769+03,2026-02-01 00:25:00+03,2026-03-03 01:55:00+03,8533,2054.035,-1.1125620774871285,2.1650194690920667e-17
5850,30m,2026-03-03 02:05:02.163449+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5862,30m,2026-03-03 02:08:02.277911+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5863,1m,2026-03-03 02:09:02.300948+03,2026-02-01 00:25:00+03,2026-03-03 02:07:00+03,42667,2050.255,0,0
5866,30m,2026-03-03 02:09:02.731126+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5868,5m,2026-03-03 02:10:03.347348+03,2026-02-01 00:25:00+03,2026-03-03 02:00:00+03,8534,2048.575,-0.22251241549750475,2.331286219976893e-17
5873,15m,2026-03-03 02:11:03.920682+03,2026-02-01 00:15:00+03,2026-03-03 01:45:00+03,2855,2054.035,0,3.484272609681752e-17
5882,30m,2026-03-03 02:13:04.643212+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5883,1m,2026-03-03 02:14:04.764743+03,2026-02-01 00:25:00+03,2026-03-03 02:12:00+03,42672,2048.695,0,0
5890,30m,2026-03-03 02:15:05.244561+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5894,30m,2026-03-03 02:16:05.997243+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5906,30m,2026-03-03 02:19:08.025173+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5909,15m,2026-03-03 02:20:07.892408+03,2026-02-01 00:15:00+03,2026-03-03 02:00:00+03,2856,2045.465,0,3.483052626275001e-17
5914,30m,2026-03-03 02:21:09.876987+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5917,15m,2026-03-03 02:22:11.002495+03,2026-02-01 00:15:00+03,2026-03-03 02:00:00+03,2856,2045.465,0,3.483052626275001e-17
5922,30m,2026-03-03 02:23:11.844459+03,2026-02-01 00:00:00+03,2026-03-03 01:30:00+03,1428,2054.035,0,4.9757894661071444e-17
5924,5m,2026-03-03 02:24:12.027608+03,2026-02-01 00:25:00+03,2026-03-03 02:15:00+03,8537,2044.785,-0.23460548155715813,2.4969289062671904e-17
5929,15m,2026-03-03 02:25:12.774513+03,2026-02-01 00:15:00+03,2026-03-03 02:00:00+03,2856,2045.465,0,3.483052626275001e-17
7131,1m,2026-03-03 12:51:11.92519+03,2026-02-01 02:58:00+03,2026-03-03 12:49:00+03,42859,1948.055,0,0
7143,1m,2026-03-03 12:54:15.045415+03,2026-02-01 02:58:00+03,2026-03-03 12:52:00+03,42862,1947.465,0,0
7145,15m,2026-03-03 12:54:16.419071+03,2026-02-01 02:45:00+03,2026-03-03 12:15:00+03,2884,1951.025,4.719201567019542,6.898473162719419e-17
7148,5m,2026-03-03 13:24:45.53834+03,2026-02-01 02:55:00+03,2026-03-03 12:45:00+03,8587,1948.055,0.22229695453174667,3.8063311802683837e-17
7155,1m,2026-03-03 13:27:07.875068+03,2026-02-01 02:58:00+03,2026-03-03 13:24:00+03,42865,1953.975,0,0
7160,5m,2026-03-03 13:28:10.257441+03,2026-02-01 02:55:00+03,2026-03-03 13:20:00+03,8589,1953.975,1.405189082243266,3.805444853296613e-17
7166,30m,2026-03-03 13:29:12.014891+03,2026-02-01 02:30:00+03,2026-03-03 12:30:00+03,1445,1948.075,6.900698529406809,9.834501533011768e-17
7174,30m,2026-03-03 13:31:14.064688+03,2026-02-01 02:30:00+03,2026-03-03 13:00:00+03,1446,1949.675,1.866127778258237,9.827700356294608e-17
7175,1m,2026-03-03 14:01:39.657727+03,2026-02-01 02:58:00+03,2026-03-03 13:30:00+03,42870,1950.845,0,0
7189,15m,2026-03-03 14:04:45.296178+03,2026-02-01 02:45:00+03,2026-03-03 13:30:00+03,2887,1952.055,1.5361040469228437,6.891304676578734e-17
7193,15m,2026-03-03 14:05:46.448602+03,2026-02-01 02:45:00+03,2026-03-03 13:30:00+03,2887,1952.055,1.5361040469228437,6.891304676578734e-17
7198,30m,2026-03-03 14:06:48.302931+03,2026-02-01 02:30:00+03,2026-03-03 13:30:00+03,1447,1952.055,2.3328251831523765,9.82090857995992e-17
7201,15m,2026-03-03 14:07:48.360979+03,2026-02-01 02:45:00+03,2026-03-03 13:30:00+03,2887,1952.055,1.5361040469228437,6.891304676578734e-17
7207,1m,2026-03-03 14:09:48.88284+03,2026-02-01 02:58:00+03,2026-03-03 14:07:00+03,42878,1958.085,0,0
7222,30m,2026-03-03 14:12:56.391963+03,2026-02-01 02:30:00+03,2026-03-03 13:30:00+03,1447,1952.055,2.3328251831523765,9.82090857995992e-17
7226,30m,2026-03-03 14:13:57.707574+03,2026-02-01 02:30:00+03,2026-03-03 13:30:00+03,1447,1952.055,2.3328251831523765,9.82090857995992e-17
7230,30m,2026-03-03 14:14:58.151329+03,2026-02-01 02:30:00+03,2026-03-03 13:30:00+03,1447,1952.055,2.3328251831523765,9.82090857995992e-17
7231,1m,2026-03-03 14:15:56.441189+03,2026-02-01 02:58:00+03,2026-03-03 14:13:00+03,42884,1958.545,0,0
7237,15m,2026-03-03 14:16:58.94269+03,2026-02-01 02:45:00+03,2026-03-03 14:00:00+03,2888,1958.605,1.8943907873701815,6.888918490748893e-17
7241,15m,2026-03-03 14:17:59.728859+03,2026-02-01 02:45:00+03,2026-03-03 14:00:00+03,2888,1958.605,1.8943907873701815,6.888918490748893e-17
7248,5m,2026-03-03 14:20:03.076037+03,2026-02-01 02:55:00+03,2026-03-03 14:10:00+03,8594,1958.605,-0.43582479843113625,3.803230840698698e-17
7280,5m,2026-03-03 14:28:30.366169+03,2026-02-01 02:55:00+03,2026-03-03 14:20:00+03,8596,1960.145,0.5707229503264405,3.802345956836274e-17
7286,30m,2026-03-03 14:29:32.731914+03,2026-02-01 02:30:00+03,2026-03-03 13:30:00+03,1447,1952.055,2.3328251831523765,9.82090857995992e-17
8065,15m,2026-03-03 18:10:08.473562+03,2026-02-01 02:45:00+03,2026-03-03 17:45:00+03,2903,1942.305,-0.7784100810219146,8.811415255722909e-17
8070,30m,2026-03-03 18:11:08.976964+03,2026-02-01 02:30:00+03,2026-03-03 17:30:00+03,1455,1942.305,1.7272338203812683,1.172029254862021e-16
8071,1m,2026-03-03 18:12:08.666898+03,2026-02-01 02:58:00+03,2026-03-03 18:10:00+03,43101,1939.415,0,0
8077,15m,2026-03-03 18:13:11.506891+03,2026-02-01 02:45:00+03,2026-03-03 17:45:00+03,2903,1942.305,-0.7784100810219146,8.811415255722909e-17
8081,15m,2026-03-03 18:14:10.1065+03,2026-02-01 02:45:00+03,2026-03-03 17:45:00+03,2903,1942.305,-0.7784100810219146,8.811415255722909e-17
8094,30m,2026-03-03 18:17:12.899442+03,2026-02-01 02:30:00+03,2026-03-03 17:30:00+03,1455,1942.305,1.7272338203812683,1.172029254862021e-16
8095,1m,2026-03-03 18:18:12.670086+03,2026-02-01 02:58:00+03,2026-03-03 18:16:00+03,43107,1943.165,0,0
8098,30m,2026-03-03 18:18:13.330033+03,2026-02-01 02:30:00+03,2026-03-03 17:30:00+03,1455,1942.305,1.7272338203812683,1.172029254862021e-16
8320,5m,2026-03-03 19:15:34.043139+03,2026-02-01 18:20:00+03,2026-03-03 19:05:00+03,8466,1999.285,0,5.371454652568676e-17
8324,5m,2026-03-03 19:16:34.600555+03,2026-02-01 18:20:00+03,2026-03-03 19:10:00+03,8467,1995.175,0,5.370820253767145e-17
8330,30m,2026-03-03 19:17:35.559183+03,2026-02-01 18:00:00+03,2026-03-03 18:30:00+03,1426,1968.905,-0.04741207753960459,1.2955197145696076e-16
8423,1m,2026-03-03 20:13:13.840508+03,2026-02-01 20:03:00+03,2026-03-03 20:11:00+03,42197,1962.945,0,0
8770,30m,2026-03-03 21:41:23.034291+03,2026-02-01 21:30:00+03,2026-03-03 21:00:00+03,1424,1986.325,0.06726874094986122,1.2075234694799455e-15
8771,1m,2026-03-03 21:42:22.858194+03,2026-02-01 21:42:00+03,2026-03-03 21:40:00+03,42187,1996.205,0,0
8776,5m,2026-03-03 21:43:24.349651+03,2026-02-01 21:40:00+03,2026-03-03 21:35:00+03,8456,1995.675,-0.1927116455649534,1.813329261790795e-15
8781,15m,2026-03-03 21:44:23.406499+03,2026-02-01 21:30:00+03,2026-03-03 21:15:00+03,2842,1986.325,-0.16742678426732419,1.3550815016958983e-15
8785,15m,2026-03-03 21:45:23.527032+03,2026-02-01 21:30:00+03,2026-03-03 21:15:00+03,2842,1986.325,-0.16742678426732419,1.3550815016958983e-15
8802,30m,2026-03-03 21:49:32.078854+03,2026-02-01 21:30:00+03,2026-03-03 21:00:00+03,1424,1986.325,0.06726874094986122,1.2075234694799455e-15
8805,15m,2026-03-03 21:50:32.461814+03,2026-02-01 21:30:00+03,2026-03-03 21:30:00+03,2843,1993.235,-59.381842987936345,1.3596034057456718e-15
8808,5m,2026-03-03 21:51:32.653231+03,2026-02-01 21:40:00+03,2026-03-03 21:45:00+03,8458,1991.335,388.0888443161477,1.8145806446462715e-15
8946,30m,2026-03-03 22:26:46.799276+03,2026-02-01 22:00:00+03,2026-03-03 22:00:00+03,1425,1991.055,25.322698563059873,1.2266211438384887e-15
8950,30m,2026-03-03 22:27:51.763072+03,2026-02-01 22:00:00+03,2026-03-03 22:00:00+03,1425,1991.055,25.322698563059873,1.2266211438384887e-15
8951,1m,2026-03-03 22:28:50.081323+03,2026-02-01 22:27:00+03,2026-03-03 22:26:00+03,42188,1991.055,0,0
8956,5m,2026-03-03 22:29:51.323193+03,2026-02-01 22:25:00+03,2026-03-03 22:25:00+03,8457,1984.845,-689.9423426477265,1.8147952101712383e-15
8962,30m,2026-03-03 22:30:51.648564+03,2026-02-01 22:00:00+03,2026-03-03 22:00:00+03,1425,1986.325,27.155004629558093,1.2166486142137855e-15
8970,30m,2026-03-03 22:32:54.350627+03,2026-02-01 22:00:00+03,2026-03-03 22:30:00+03,1426,1985.785,8.797268356722347,1.2157954244422471e-15
8971,1m,2026-03-03 22:33:54.202912+03,2026-02-01 22:27:00+03,2026-03-03 22:32:00+03,42194,1984.705,0,0
9046,30m,2026-03-03 22:52:13.074244+03,2026-02-01 22:00:00+03,2026-03-03 22:30:00+03,1426,1991.1,13.263700532826157,1.2157954244422471e-15
9049,15m,2026-03-03 22:53:13.734014+03,2026-02-01 22:15:00+03,2026-03-03 22:45:00+03,2845,1992.915,0.011381447681650518,1.363642649297064e-15
9052,5m,2026-03-03 22:54:14.537154+03,2026-02-01 22:25:00+03,2026-03-03 22:50:00+03,8462,1992.915,0.6449962974068932,1.8154022627196132e-15
9099,1m,2026-03-03 23:06:08.777252+03,2026-02-01 23:07:00+03,2026-03-03 23:06:00+03,42188,1985.5700000000002,0,0
9103,1m,2026-03-03 23:07:08.825221+03,2026-02-01 23:07:00+03,2026-03-03 23:06:00+03,42188,1985.5700000000002,0,0
9106,30m,2026-03-03 23:07:09.416029+03,2026-02-01 23:00:00+03,2026-03-03 23:00:00+03,1425,1985.5700000000002,-31.135582800693285,1.2266211438384887e-15
9116,5m,2026-03-03 23:10:11.522753+03,2026-02-01 23:05:00+03,2026-03-03 23:05:00+03,8457,1986.265,-326.00350110294187,1.8147952101712383e-15
5818,30m,2026-03-03 01:56:56.884131+03,2026-02-01 00:00:00+03,2026-03-03 01:00:00+03,1427,2050.465,0,4.9792763543104427e-17
