id,timeframe,computed_at,start_time,end_time,rows,latest_close,latest_score,buyers_plus_sellers_mean_abs_diff
1,1m,2026-03-01 04:04:55.525825+03,2026-01-30 07:00:00+03,2026-03-01 04:02:00+03,2063,1961.345,3.0394839854619056,0
2,5m,2026-03-01 04:04:55.785607+03,2026-01-30 07:00:00+03,2026-03-01 03:55:00+03,1355,1962.815,-0.1695188809633415,3.88045479308099e-16
3,15m,2026-03-01 04:04:56.154843+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
4,1m,2026-03-01 04:05:56.538645+03,2026-01-30 07:00:00+03,2026-03-01 04:03:00+03,2064,1958.335,0.15075590084514665,0
5,5m,2026-03-01 04:05:56.995567+03,2026-01-30 07:00:00+03,2026-03-01 03:55:00+03,1355,1962.815,-0.1695188809633415,3.88045479308099e-16
6,15m,2026-03-01 04:05:57.294147+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
7,1m,2026-03-01 04:06:57.630571+03,2026-01-30 07:00:00+03,2026-03-01 04:04:00+03,2065,1955.905,0.15608455792237075,0
8,5m,2026-03-01 04:06:57.900284+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,1356,1955.905,0.40569479613330983,3.877593100755709e-16
9,15m,2026-03-01 04:06:58.180226+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
10,1m,2026-03-01 04:07:58.73456+03,2026-01-30 07:00:00+03,2026-03-01 04:05:00+03,2066,1957.675,0.14713886006458693,0
11,5m,2026-03-01 04:07:59.042706+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,1356,1955.905,0.40569479613330983,3.877593100755709e-16
12,15m,2026-03-01 04:07:59.436155+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
13,1m,2026-03-01 04:08:59.77097+03,2026-01-30 07:00:00+03,2026-03-01 04:06:00+03,2067,1958.845,0.1623654884858978,0
14,5m,2026-03-01 04:09:00.020921+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,1356,1955.905,0.40569479613330983,3.877593100755709e-16
15,15m,2026-03-01 04:09:00.395748+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
16,1m,2026-03-01 04:10:00.850174+03,2026-01-30 07:00:00+03,2026-03-01 04:07:00+03,2068,1958.635,0.17288987986762172,0
17,5m,2026-03-01 04:10:01.273999+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,1356,1955.905,0.40569479613330983,3.877593100755709e-16
18,15m,2026-03-01 04:10:02.293354+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
19,1m,2026-03-01 04:11:02.728003+03,2026-01-30 07:00:00+03,2026-03-01 04:08:00+03,2069,1958.215,0.19620148243700372,0
20,5m,2026-03-01 04:11:02.995825+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,1356,1955.905,0.40569479613330983,3.877593100755709e-16
21,15m,2026-03-01 04:11:03.375867+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
22,1m,2026-03-01 04:12:03.726216+03,2026-01-30 07:00:00+03,2026-03-01 04:09:00+03,2070,1954.435,0.17002126967885495,0
23,5m,2026-03-01 04:12:03.987021+03,2026-01-30 07:00:00+03,2026-03-01 04:05:00+03,1357,1954.435,0.3432249932589171,3.874735626105189e-16
24,15m,2026-03-01 04:12:04.233345+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
25,1m,2026-03-01 04:13:04.730331+03,2026-01-30 07:00:00+03,2026-03-01 04:10:00+03,2071,1956.775,0.15748367662357687,0
26,5m,2026-03-01 04:13:04.987516+03,2026-01-30 07:00:00+03,2026-03-01 04:05:00+03,1357,1954.435,0.3432249932589171,3.874735626105189e-16
27,15m,2026-03-01 04:13:05.229394+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
28,1m,2026-03-01 04:14:05.754747+03,2026-01-30 07:00:00+03,2026-03-01 04:12:00+03,2073,1948.665,0.19487490707543423,0
29,5m,2026-03-01 04:14:06.015741+03,2026-01-30 07:00:00+03,2026-03-01 04:05:00+03,1357,1954.435,0.3432249932589171,3.874735626105189e-16
30,15m,2026-03-01 04:14:06.313129+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
31,1m,2026-03-01 04:15:06.904999+03,2026-01-30 07:00:00+03,2026-03-01 04:12:00+03,2073,1948.665,0.19487490707543423,0
32,5m,2026-03-01 04:15:07.431231+03,2026-01-30 07:00:00+03,2026-03-01 04:05:00+03,1357,1954.435,0.3432249932589171,3.874735626105189e-16
33,15m,2026-03-01 04:15:07.864804+03,2026-01-30 07:00:00+03,2026-03-01 03:45:00+03,887,1962.815,-1.5945971182474006,3.2042513450286365e-17
34,1m,2026-03-01 04:16:34.129811+03,2026-01-30 07:00:00+03,2026-03-01 04:14:00+03,2075,1949.165,-1.690250869891339,0
35,5m,2026-03-01 04:16:35.222951+03,2026-01-30 07:00:00+03,2026-03-01 04:10:00+03,1358,1949.165,-0.04343957369170645,3.9765278289961426e-16
36,15m,2026-03-01 04:16:35.61614+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,888,1949.165,-0.0984622863558252,4.800964430811488e-17
37,1m,2026-03-01 04:17:46.439886+03,2026-01-30 07:00:00+03,2026-03-01 04:15:00+03,2076,1946.675,0.17669372020605345,0
38,5m,2026-03-01 04:17:46.90327+03,2026-01-30 07:00:00+03,2026-03-01 04:10:00+03,1358,1949.165,-0.04343957369170645,3.9765278289961426e-16
39,15m,2026-03-01 04:17:47.171908+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,888,1949.165,-0.0984622863558252,4.800964430811488e-17
40,1m,2026-03-01 04:45:26.06883+03,2026-01-30 07:00:00+03,2026-03-01 04:16:00+03,2077,1946.265,0.1841139224242581,0
41,5m,2026-03-01 04:45:26.368585+03,2026-01-30 07:00:00+03,2026-03-01 04:10:00+03,1358,1949.165,-0.04343957369170645,3.9765278289961426e-16
42,15m,2026-03-01 04:45:26.623316+03,2026-01-30 07:00:00+03,2026-03-01 04:00:00+03,888,1949.165,-0.0984622863558252,4.800964430811488e-17
43,1m,2026-03-01 04:46:27.410535+03,2026-01-30 07:00:00+03,2026-03-01 04:44:00+03,2084,1967.285,0.0870261822518596,0
44,5m,2026-03-01 04:46:28.925758+03,2026-01-30 07:00:00+03,2026-03-01 04:40:00+03,1361,1967.285,0.10483570571479445,3.9677625215112133e-16
45,15m,2026-03-01 04:46:30.342944+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
46,1m,2026-03-01 04:47:31.683021+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,2085,1969.075,0.12101925367102201,0
47,5m,2026-03-01 04:47:33.495576+03,2026-01-30 07:00:00+03,2026-03-01 04:40:00+03,1361,1967.285,0.10483570571479445,3.9677625215112133e-16
48,15m,2026-03-01 04:47:35.255556+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
49,1m,2026-03-01 04:48:36.448059+03,2026-01-30 07:00:00+03,2026-03-01 04:46:00+03,2086,1971.065,0.13405840305855896,0
50,5m,2026-03-01 04:48:37.181509+03,2026-01-30 07:00:00+03,2026-03-01 04:40:00+03,1361,1967.285,0.10483570571479445,3.9677625215112133e-16
51,15m,2026-03-01 04:48:38.36596+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
52,1m,2026-03-01 04:49:39.330933+03,2026-01-30 07:00:00+03,2026-03-01 04:47:00+03,2087,1975.175,0.14911238516416686,0
53,5m,2026-03-01 04:49:39.865693+03,2026-01-30 07:00:00+03,2026-03-01 04:40:00+03,1361,1967.285,0.10483570571479445,3.9677625215112133e-16
54,15m,2026-03-01 04:49:40.875016+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
55,1m,2026-03-01 04:50:41.679637+03,2026-01-30 07:00:00+03,2026-03-01 04:48:00+03,2088,1983.615,0.19641595826060881,0
56,5m,2026-03-01 04:50:42.209096+03,2026-01-30 07:00:00+03,2026-03-01 04:40:00+03,1361,1967.285,0.10483570571479445,3.9677625215112133e-16
57,15m,2026-03-01 04:50:43.219894+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
58,1m,2026-03-01 04:51:43.938983+03,2026-01-30 07:00:00+03,2026-03-01 04:49:00+03,2089,1989.345,0.18720785537912515,0
59,5m,2026-03-01 04:51:44.475795+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,1362,1989.345,0.11643094042716091,3.9648493331694286e-16
60,15m,2026-03-01 04:51:45.650695+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
61,1m,2026-03-01 05:05:33.839895+03,2026-01-30 07:00:00+03,2026-03-01 04:50:00+03,2090,2007.665,0.19060392207415805,0
62,5m,2026-03-01 05:05:34.164947+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,1362,1989.345,0.11643094042716091,3.9648493331694286e-16
63,15m,2026-03-01 05:05:34.726199+03,2026-01-30 07:00:00+03,2026-03-01 04:30:00+03,890,1967.285,0.07739678397052557,4.790175746697305e-17
64,1m,2026-03-01 05:06:35.586061+03,2026-01-30 07:00:00+03,2026-03-01 05:04:00+03,2097,2043.115,-0.13698130207551035,0
65,5m,2026-03-01 05:06:37.754698+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,1365,2043.115,0.015344496649022177,4.0602442043434295e-16
66,15m,2026-03-01 05:06:39.506485+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,891,2012.665,0.4203075719806373,4.784799567408082e-17
67,1m,2026-03-01 05:07:41.055249+03,2026-01-30 07:00:00+03,2026-03-01 05:05:00+03,2098,2040.005,-0.10924995663450367,0
68,5m,2026-03-01 05:07:41.826256+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,1365,2043.115,0.015344496649022177,4.0602442043434295e-16
69,15m,2026-03-01 05:07:42.813826+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,891,2012.665,0.4203075719806373,4.784799567408082e-17
70,1m,2026-03-01 05:08:43.730457+03,2026-01-30 07:00:00+03,2026-03-01 05:06:00+03,2099,2045.625,-0.09598618895765891,0
71,5m,2026-03-01 05:08:44.191585+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,1365,2043.115,0.015344496649022177,4.0602442043434295e-16
72,15m,2026-03-01 05:08:44.682751+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,891,2012.665,0.4203075719806373,4.784799567408082e-17
73,1m,2026-03-01 05:09:45.277531+03,2026-01-30 07:00:00+03,2026-03-01 05:07:00+03,2100,2048.895,-0.09142528460485325,0
74,5m,2026-03-01 05:09:45.553813+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,1365,2043.115,0.015344496649022177,4.0602442043434295e-16
75,15m,2026-03-01 05:09:46.053427+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,891,2012.665,0.4203075719806373,4.784799567408082e-17
76,1m,2026-03-01 05:10:46.486347+03,2026-01-30 07:00:00+03,2026-03-01 05:08:00+03,2101,2042.935,-0.14096082088354928,0
77,5m,2026-03-01 05:10:46.737931+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,1365,2043.115,0.015344496649022177,4.0602442043434295e-16
78,15m,2026-03-01 05:10:46.989157+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,891,2012.665,0.4203075719806373,4.784799567408082e-17
79,1m,2026-03-01 05:28:27.099784+03,2026-01-30 07:00:00+03,2026-03-01 05:08:00+03,2101,2042.935,-0.14096082088354928,0
80,5m,2026-03-01 05:28:27.607301+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,1365,2043.115,0.015344496649022177,4.0602442043434295e-16
81,15m,2026-03-01 05:28:27.908018+03,2026-01-30 07:00:00+03,2026-03-01 04:45:00+03,891,2012.665,0.4203075719806373,4.784799567408082e-17
82,1m,2026-03-01 05:29:28.739793+03,2026-01-30 07:00:00+03,2026-03-01 05:27:00+03,2108,2031.145,-0.1656733285739478,0
84,15m,2026-03-01 05:29:32.73401+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,892,2037.595,2.873939179104564,6.372580589776683e-17
86,5m,2026-03-01 05:30:36.940644+03,2026-01-30 07:00:00+03,2026-03-01 05:20:00+03,1367,2029.755,0.5421305849906541,4.158260340951574e-16
88,1m,2026-03-01 05:31:40.71954+03,2026-01-30 07:00:00+03,2026-03-01 05:29:00+03,2110,2033.015,-0.1059640652438505,0
90,15m,2026-03-01 05:31:44.139084+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
92,5m,2026-03-01 05:32:47.892437+03,2026-01-30 07:00:00+03,2026-03-01 05:25:00+03,1368,2033.015,-0.04356472627734607,4.15522067695965e-16
94,1m,2026-03-01 05:33:51.079631+03,2026-01-30 07:00:00+03,2026-03-01 05:31:00+03,2112,2033.665,-0.08029365680670006,0
96,15m,2026-03-01 05:33:54.502603+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
98,5m,2026-03-01 05:34:58.238746+03,2026-01-30 07:00:00+03,2026-03-01 05:25:00+03,1368,2033.015,-0.04356472627734607,4.15522067695965e-16
100,1m,2026-03-01 05:36:01.461442+03,2026-01-30 07:00:00+03,2026-03-01 05:33:00+03,2114,2030.6,-0.08472710359437195,0
102,15m,2026-03-01 05:36:04.607051+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
104,5m,2026-03-01 05:37:07.925367+03,2026-01-30 07:00:00+03,2026-03-01 05:30:00+03,1369,2033.25,0.05347395333303684,4.2559900900166703e-16
106,1m,2026-03-01 05:38:10.778702+03,2026-01-30 07:00:00+03,2026-03-01 05:36:00+03,2117,2037.875,-0.2025467372056097,0
108,15m,2026-03-01 05:38:14.014555+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
1222,1m,2026-03-01 13:49:53.780322+03,2026-01-30 07:00:00+03,2026-03-01 13:47:00+03,2552,1983.835,0.09024019505813,0
1224,15m,2026-03-01 13:49:58.036666+03,2026-01-30 07:00:00+03,2026-03-01 13:30:00+03,926,1981.6,0.7846816275364006,1.6881144910067176e-16
1226,5m,2026-03-01 13:51:02.342376+03,2026-01-30 07:00:00+03,2026-03-01 13:40:00+03,1461,1981.6,1.8296466053480387,4.960667970399056e-16
1228,1m,2026-03-01 13:52:06.325249+03,2026-01-30 07:00:00+03,2026-03-01 13:50:00+03,2555,1980.845,0.042357414719019215,0
1230,15m,2026-03-01 13:52:11.057486+03,2026-01-30 07:00:00+03,2026-03-01 13:30:00+03,926,1981.6,0.7846816275364006,1.6881144910067176e-16
1232,5m,2026-03-01 13:53:15.444066+03,2026-01-30 07:00:00+03,2026-03-01 13:45:00+03,1462,1984.855,0.10132803315697043,5.054476369292094e-16
1234,1m,2026-03-01 13:54:19.586936+03,2026-01-30 07:00:00+03,2026-03-01 13:52:00+03,2557,1982.705,-0.5386120089638681,0
1236,15m,2026-03-01 13:54:23.862492+03,2026-01-30 07:00:00+03,2026-03-01 13:30:00+03,926,1981.6,0.7846816275364006,1.6881144910067176e-16
1238,5m,2026-03-01 13:55:28.207868+03,2026-01-30 07:00:00+03,2026-03-01 13:45:00+03,1462,1984.855,0.10132803315697043,5.054476369292094e-16
1240,1m,2026-03-01 13:56:32.076062+03,2026-01-30 07:00:00+03,2026-03-01 13:54:00+03,2559,1983.735,0.07439818781634303,0
1242,15m,2026-03-01 13:56:36.24966+03,2026-01-30 07:00:00+03,2026-03-01 13:30:00+03,926,1981.6,0.7846816275364006,1.6881144910067176e-16
1244,5m,2026-03-01 13:57:39.83502+03,2026-01-30 07:00:00+03,2026-03-01 13:50:00+03,1463,1983.735,-0.37709416143091834,5.051021498226277e-16
1246,1m,2026-03-01 13:58:43.230417+03,2026-01-30 07:00:00+03,2026-03-01 13:56:00+03,2561,1984.345,0.051563769816191256,0
1248,15m,2026-03-01 13:58:46.833838+03,2026-01-30 07:00:00+03,2026-03-01 13:30:00+03,926,1981.6,0.7846816275364006,1.6881144910067176e-16
1250,5m,2026-03-01 13:59:50.233537+03,2026-01-30 07:00:00+03,2026-03-01 13:50:00+03,1463,1983.735,-0.37709416143091834,5.051021498226277e-16
1252,1m,2026-03-01 14:00:53.39883+03,2026-01-30 07:00:00+03,2026-03-01 13:58:00+03,2563,1983.905,-0.011253077199557288,0
1254,15m,2026-03-01 14:00:56.942113+03,2026-01-30 07:00:00+03,2026-03-01 13:30:00+03,926,1981.6,0.7846816275364006,1.6881144910067176e-16
1256,5m,2026-03-01 14:02:00.150537+03,2026-01-30 07:00:00+03,2026-03-01 13:55:00+03,1464,1984.715,-0.08671247580255281,5.047571346929673e-16
1258,1m,2026-03-01 14:03:03.095151+03,2026-01-30 07:00:00+03,2026-03-01 14:00:00+03,2565,1986.535,0.11673099674635903,0
1260,15m,2026-03-01 14:03:06.385136+03,2026-01-30 07:00:00+03,2026-03-01 13:45:00+03,927,1984.715,0.37344452529407834,1.6862934397758581e-16
1262,5m,2026-03-01 14:04:09.431115+03,2026-01-30 07:00:00+03,2026-03-01 13:55:00+03,1464,1984.715,-0.08671247580255281,5.047571346929673e-16
1264,1m,2026-03-01 14:05:12.298167+03,2026-01-30 07:00:00+03,2026-03-01 14:03:00+03,2568,1985.145,0.043394955647380516,0
1266,15m,2026-03-01 14:05:15.228452+03,2026-01-30 07:00:00+03,2026-03-01 13:45:00+03,927,1984.715,0.37344452529407834,1.6862934397758581e-16
1268,5m,2026-03-01 14:06:18.205726+03,2026-01-30 07:00:00+03,2026-03-01 14:00:00+03,1465,1986.265,-0.24145492081882497,5.04412590573723e-16
1270,1m,2026-03-01 14:07:20.877604+03,2026-01-30 07:00:00+03,2026-03-01 14:05:00+03,2570,1987.005,-0.00736640501247283,0
1272,15m,2026-03-01 14:07:24.176506+03,2026-01-30 07:00:00+03,2026-03-01 13:45:00+03,927,1984.715,0.37344452529407834,1.6862934397758581e-16
1651,1m,2026-03-01 16:42:46.304823+03,2026-01-30 07:00:00+03,2026-03-01 16:40:00+03,2717,1977.915,-2.891654265554164,0
1653,15m,2026-03-01 16:42:46.82054+03,2026-01-30 07:00:00+03,2026-03-01 16:15:00+03,937,1977.165,0.3031523265527556,2.2749500611315907e-16
1655,5m,2026-03-01 16:43:47.768676+03,2026-01-30 07:00:00+03,2026-03-01 16:35:00+03,1496,1976.725,1.6077612737748908,5.3195712837654555e-16
1657,1m,2026-03-01 16:44:48.414753+03,2026-01-30 07:00:00+03,2026-03-01 16:42:00+03,2719,1978.375,0.27533931387200794,0
1659,15m,2026-03-01 16:44:49.117024+03,2026-01-30 07:00:00+03,2026-03-01 16:15:00+03,937,1977.165,0.3031523265527556,2.2749500611315907e-16
1661,5m,2026-03-01 16:45:49.762201+03,2026-01-30 07:00:00+03,2026-03-01 16:35:00+03,1496,1976.725,1.6077612737748908,5.3195712837654555e-16
1663,1m,2026-03-01 16:46:50.789242+03,2026-01-30 07:00:00+03,2026-03-01 16:44:00+03,2721,1978.245,0.08507837337408669,0
1665,15m,2026-03-01 16:46:51.347305+03,2026-01-30 07:00:00+03,2026-03-01 16:30:00+03,938,1978.245,-0.49241309743333744,2.2725247412369943e-16
1667,5m,2026-03-01 16:47:52.717462+03,2026-01-30 07:00:00+03,2026-03-01 16:40:00+03,1497,1978.245,-1.320765343446217,5.316017795933949e-16
1669,1m,2026-03-01 16:48:53.803064+03,2026-01-30 07:00:00+03,2026-03-01 16:46:00+03,2723,1979.745,0.17680553862250314,0
1671,15m,2026-03-01 16:48:54.369572+03,2026-01-30 07:00:00+03,2026-03-01 16:30:00+03,938,1978.245,-0.49241309743333744,2.2725247412369943e-16
1673,5m,2026-03-01 16:49:55.207487+03,2026-01-30 07:00:00+03,2026-03-01 16:40:00+03,1497,1978.245,-1.320765343446217,5.316017795933949e-16
1699,1m,2026-03-02 00:24:13.292492+03,2026-01-31 00:22:00+03,2026-03-02 00:20:00+03,42448,1927.325,0,0
1702,30m,2026-03-02 00:24:13.878361+03,2026-01-31 00:00:00+03,2026-03-01 23:30:00+03,1420,1914.235,0,0
1705,15m,2026-03-02 00:25:14.813725+03,2026-01-31 00:15:00+03,2026-03-02 00:00:00+03,2840,1922.665,0,5.003822082817607e-18
1709,15m,2026-03-02 00:26:15.595915+03,2026-01-31 00:15:00+03,2026-03-02 00:00:00+03,2840,1922.665,0,5.003822082817607e-18
1711,1m,2026-03-02 00:27:15.50886+03,2026-01-31 00:22:00+03,2026-03-02 00:25:00+03,42451,1924.675,0,0
1714,30m,2026-03-02 00:27:16.038802+03,2026-01-31 00:00:00+03,2026-03-01 23:30:00+03,1420,1914.235,0,0
1717,15m,2026-03-02 00:28:16.391044+03,2026-01-31 00:15:00+03,2026-03-02 00:00:00+03,2840,1922.665,0,5.003822082817607e-18
1720,5m,2026-03-02 00:29:17.244554+03,2026-01-31 00:20:00+03,2026-03-02 00:20:00+03,8491,1927.615,0,0
1726,30m,2026-03-02 00:32:37.770519+03,2026-01-31 00:30:00+03,2026-03-01 23:30:00+03,1419,1914.235,0,0
1727,1m,2026-03-02 00:33:37.652982+03,2026-01-31 00:30:00+03,2026-03-02 00:29:00+03,42449,1925.025,0,0
1731,1m,2026-03-02 00:34:37.935666+03,2026-01-31 00:30:00+03,2026-03-02 00:32:00+03,42450,1926.665,0,0
1738,30m,2026-03-02 00:35:38.850872+03,2026-01-31 00:30:00+03,2026-03-02 00:00:00+03,1420,1925.025,0,0
1740,5m,2026-03-02 00:36:39.578789+03,2026-01-31 00:30:00+03,2026-03-02 00:30:00+03,8491,1925.935,0,0
1745,15m,2026-03-02 00:37:39.573858+03,2026-01-31 00:30:00+03,2026-03-02 00:15:00+03,2840,1925.025,0,0
1760,5m,2026-03-02 00:43:28.650353+03,2026-01-31 00:35:00+03,2026-03-02 00:35:00+03,8491,1927.845,0,0
1766,30m,2026-03-02 00:44:28.221743+03,2026-01-31 00:30:00+03,2026-03-02 00:00:00+03,1420,1925.025,0,0
1768,5m,2026-03-02 00:45:28.702893+03,2026-01-31 00:35:00+03,2026-03-02 00:35:00+03,8491,1927.845,0,0
1775,1m,2026-03-02 00:47:36.940702+03,2026-01-31 00:39:00+03,2026-03-02 00:45:00+03,42455,1926.325,-0.07893179451856179,0
1781,15m,2026-03-02 00:48:37.065504+03,2026-01-31 00:30:00+03,2026-03-02 00:30:00+03,2841,1925.905,-6.562100596835938,0
1787,1m,2026-03-02 00:50:37.025559+03,2026-01-31 00:39:00+03,2026-03-02 00:48:00+03,42458,1927.125,-0.11845530798934077,0
1791,1m,2026-03-02 00:51:37.078679+03,2026-01-31 00:39:00+03,2026-03-02 00:49:00+03,42459,1928.255,-0.12187260804236909,0
1802,30m,2026-03-02 00:53:38.149806+03,2026-01-31 00:30:00+03,2026-03-02 00:00:00+03,1420,1925.025,0,0
1805,15m,2026-03-02 00:54:40.042658+03,2026-01-31 00:30:00+03,2026-03-02 00:30:00+03,2841,1925.905,-6.562100596835938,0
1811,1m,2026-03-02 00:56:40.714988+03,2026-01-31 00:39:00+03,2026-03-02 00:54:00+03,42464,1929.285,-0.07024045037527343,0
1818,30m,2026-03-02 00:57:41.699934+03,2026-01-31 00:30:00+03,2026-03-02 00:00:00+03,1420,1925.025,0,0
1820,5m,2026-03-02 00:58:42.565985+03,2026-01-31 00:35:00+03,2026-03-02 00:50:00+03,8494,1929.285,0.29352483685008535,3.346092468849071e-18
1825,15m,2026-03-02 00:59:42.963366+03,2026-01-31 00:30:00+03,2026-03-02 00:30:00+03,2841,1925.905,-6.562100596835938,0
1829,15m,2026-03-02 01:00:44.402819+03,2026-01-31 00:30:00+03,2026-03-02 00:30:00+03,2841,1925.905,-6.562100596835938,0
1834,30m,2026-03-02 01:01:45.110952+03,2026-01-31 00:30:00+03,2026-03-02 00:30:00+03,1421,1929.285,-13.67880365230863,0
83,5m,2026-03-01 05:29:30.966429+03,2026-01-30 07:00:00+03,2026-03-01 05:20:00+03,1367,2029.755,0.5421305849906541,4.158260340951574e-16
85,1m,2026-03-01 05:30:34.635471+03,2026-01-30 07:00:00+03,2026-03-01 05:28:00+03,2109,2032.435,-0.1573514153542187,0
87,15m,2026-03-01 05:30:38.960603+03,2026-01-30 07:00:00+03,2026-03-01 05:00:00+03,892,2037.595,2.873939179104564,6.372580589776683e-17
89,5m,2026-03-01 05:31:42.623031+03,2026-01-30 07:00:00+03,2026-03-01 05:25:00+03,1368,2033.015,-0.04356472627734607,4.15522067695965e-16
91,1m,2026-03-01 05:32:45.881535+03,2026-01-30 07:00:00+03,2026-03-01 05:30:00+03,2111,2035.635,-0.15038465474135657,0
93,15m,2026-03-01 05:32:49.478165+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
95,5m,2026-03-01 05:33:52.971374+03,2026-01-30 07:00:00+03,2026-03-01 05:25:00+03,1368,2033.015,-0.04356472627734607,4.15522067695965e-16
97,1m,2026-03-01 05:34:56.1453+03,2026-01-30 07:00:00+03,2026-03-01 05:32:00+03,2113,2029.595,0.07055266018621605,0
99,15m,2026-03-01 05:34:59.912715+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
101,5m,2026-03-01 05:36:03.170545+03,2026-01-30 07:00:00+03,2026-03-01 05:25:00+03,1368,2033.015,-0.04356472627734607,4.15522067695965e-16
103,1m,2026-03-01 05:37:06.014605+03,2026-01-30 07:00:00+03,2026-03-01 05:35:00+03,2116,2040.245,-0.14472234046730356,0
105,15m,2026-03-01 05:37:09.380625+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
107,5m,2026-03-01 05:38:12.616607+03,2026-01-30 07:00:00+03,2026-03-01 05:30:00+03,1369,2033.25,0.05347395333303684,4.2559900900166703e-16
109,1m,2026-03-01 05:39:15.414633+03,2026-01-30 07:00:00+03,2026-03-01 05:37:00+03,2118,2036.0700000000002,-0.08459839052641528,0
110,5m,2026-03-01 05:39:17.22909+03,2026-01-30 07:00:00+03,2026-03-01 05:30:00+03,1369,2033.25,0.05347395333303684,4.2559900900166703e-16
111,15m,2026-03-01 05:39:18.721782+03,2026-01-30 07:00:00+03,2026-03-01 05:15:00+03,893,2033.015,0.4258367677190636,6.36544444129989e-17
112,1m,2026-03-01 05:40:20.063606+03,2026-01-30 07:00:00+03,2026-03-01 05:38:00+03,2119,2035.56,-0.9360521896769395,0
113,5m,2026-03-01 05:40:21.714286+03,2026-01-30 07:00:00+03,2026-03-01 05:30:00+03,1369,2033.25,0.05347395333303684,4.2559900900166703e-16
