id,timeframe,computed_at,regime,signal,confidence,entry_price,stop_loss,take_profit,hold_bars,reason,conf_regime,conf_tail,conf_backtest,rc,ar,score_mr,score_mom,volatility,params_json,outcome,pnl,exit_price,exit_ts,label_computed_at
94,15m,2026-03-03 14:27:30.118956+03,MR,SELL,0.6627,1958.61,1973.4,1946.27,2,"Regime=MR(rc=-0.148,ar=0.038) | score_mr=1.894 vs [0.000,0.362] | conf=0.66",0.5921,1,0.3333,-0.148029,0.03794,1.894391,-0.000913,0.00445149,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00806497,1970.525,2026-03-03 15:00:00+03,2026-03-03 23:38:58.952084+03
96,15m,2026-03-03 14:33:42.541861+03,MR,SELL,0.6586,1957.76,1972.37,1945.58,2,"Regime=MR(rc=-0.146,ar=0.034) | score_mr=1.018 vs [0.000,0.428] | conf=0.66",0.5839,1,0.3333,-0.145986,0.033681,1.01816,-0.000867,0.00439798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00849904,1970.525,2026-03-03 15:00:00+03,2026-03-03 23:38:58.95296+03
97,15m,2026-03-03 14:36:45.87472+03,MR,SELL,0.6604,1957.76,1972.37,1945.58,2,"Regime=MR(rc=-0.147,ar=0.034) | score_mr=1.018 vs [0.000,0.428] | conf=0.66",0.5874,1,0.3333,-0.146858,0.033681,1.01816,-0.000867,0.00439798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00849904,1970.525,2026-03-03 15:00:00+03,2026-03-03 23:38:58.953454+03
99,15m,2026-03-03 14:42:58.016782+03,MR,SELL,0.6605,1957.76,1972.37,1945.58,2,"Regime=MR(rc=-0.147,ar=0.034) | score_mr=1.018 vs [0.000,0.428] | conf=0.66",0.5876,1,0.3333,-0.146898,0.033681,1.01816,-0.000867,0.00439798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.01058767,1974.645,2026-03-03 15:15:00+03,2026-03-03 23:38:58.954393+03
100,15m,2026-03-03 14:45:52.636794+03,MR,SELL,0.6604,1957.76,1972.37,1945.58,2,"Regime=MR(rc=-0.147,ar=0.034) | score_mr=1.018 vs [0.000,0.428] | conf=0.66",0.5875,1,0.3333,-0.146876,0.033681,1.01816,-0.000867,0.00439798,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.01058767,1974.645,2026-03-03 15:15:00+03,2026-03-03 23:38:58.95482+03
103,15m,2026-03-03 15:24:37.11923+03,MR,SELL,0.6571,1970.53,1984.7,1958.71,2,"Regime=MR(rc=-0.145,ar=0.017) | score_mr=1.861 vs [0.000,0.722] | conf=0.66",0.5809,1,0.3333,-0.145218,0.016673,1.861082,-6.4e-05,0.00424001,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00852189,1949.905,2026-03-03 16:00:00+03,2026-03-03 23:38:58.955779+03
105,15m,2026-03-03 15:27:48.872041+03,MR,SELL,0.6575,1970.53,1984.7,1958.71,2,"Regime=MR(rc=-0.145,ar=0.017) | score_mr=1.861 vs [0.000,0.722] | conf=0.66",0.5816,1,0.3333,-0.1454,0.016673,1.861082,-6.4e-05,0.00424001,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00852189,1949.905,2026-03-03 16:00:00+03,2026-03-03 23:38:58.956345+03
110,15m,2026-03-03 15:40:02.637928+03,MR,SELL,0.6503,1974.64,1988.99,1962.69,2,"Regime=MR(rc=-0.142,ar=0.033) | score_mr=2.966 vs [0.000,0.752] | conf=0.65",0.5673,1,0.3333,-0.141815,0.033063,2.965637,0.000141,0.00428146,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00695042,1957.045,2026-03-03 16:15:00+03,2026-03-03 23:38:58.958812+03
111,15m,2026-03-03 15:43:05.794415+03,MR,SELL,0.6491,1974.64,1988.99,1962.69,2,"Regime=MR(rc=-0.141,ar=0.033) | score_mr=2.966 vs [0.000,0.752] | conf=0.65",0.5648,1,0.3333,-0.141195,0.033063,2.965637,0.000141,0.00428146,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",WIN,0.00695042,1957.045,2026-03-03 16:15:00+03,2026-03-03 23:38:58.959297+03
112,15m,2026-03-03 15:46:09.589873+03,MR,BUY,0.6503,1967.34,1952.85,1979.41,2,"Regime=MR(rc=-0.142,ar=0.003) | score_mr=-0.822 vs [0.000,0.752] | conf=0.65",0.5672,1,0.3333,-0.141809,0.002592,-0.821888,-0.000226,0.00433893,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00724669,1957.045,2026-03-03 16:15:00+03,2026-03-03 23:38:58.959843+03
113,15m,2026-03-03 15:49:12.333592+03,MR,BUY,0.6504,1967.34,1952.85,1979.41,2,"Regime=MR(rc=-0.142,ar=0.003) | score_mr=-0.822 vs [0.000,0.752] | conf=0.65",0.5674,1,0.3333,-0.141842,0.002592,-0.821888,-0.000226,0.00433893,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00724669,1957.045,2026-03-03 16:15:00+03,2026-03-03 23:38:58.960582+03
114,15m,2026-03-03 15:52:15.558022+03,MR,BUY,0.6467,1967.34,1952.85,1979.41,2,"Regime=MR(rc=-0.140,ar=0.003) | score_mr=-0.822 vs [0.000,0.752] | conf=0.65",0.5601,1,0.3333,-0.140014,0.002592,-0.821888,-0.000226,0.00433893,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00724669,1957.045,2026-03-03 16:15:00+03,2026-03-03 23:38:58.961122+03
115,15m,2026-03-03 15:55:16.246046+03,MR,BUY,0.6506,1967.34,1952.85,1979.41,2,"Regime=MR(rc=-0.142,ar=0.003) | score_mr=-0.822 vs [0.000,0.752] | conf=0.65",0.5678,1,0.3333,-0.141946,0.002592,-0.821888,-0.000226,0.00433893,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.01029675,1951.085,2026-03-03 16:30:00+03,2026-03-03 23:38:58.961645+03
116,15m,2026-03-03 15:58:22.061789+03,MR,BUY,0.6512,1967.34,1952.85,1979.41,2,"Regime=MR(rc=-0.142,ar=0.003) | score_mr=-0.822 vs [0.000,0.752] | conf=0.65",0.5691,1,0.3333,-0.142285,0.002592,-0.821888,-0.000226,0.00433893,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.01029675,1951.085,2026-03-03 16:30:00+03,2026-03-03 23:38:58.962214+03
117,15m,2026-03-03 16:01:24.519722+03,MR,BUY,0.659,1967.19,1953.03,1979,2,"Regime=MR(rc=-0.146,ar=-0.001) | score_mr=-0.993 vs [0.000,0.752] | conf=0.66",0.5847,1,0.3333,-0.146175,-0.001126,-0.992532,-0.000211,0.00424353,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.0102205,1951.085,2026-03-03 16:30:00+03,2026-03-03 23:38:58.962814+03
118,15m,2026-03-03 16:04:26.467256+03,MR,BUY,0.6493,1967.19,1953.03,1979,2,"Regime=MR(rc=-0.141,ar=-0.001) | score_mr=-0.993 vs [0.000,0.752] | conf=0.65",0.5653,1,0.3333,-0.141316,-0.001126,-0.992532,-0.000211,0.00424353,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.0102205,1951.085,2026-03-03 16:30:00+03,2026-03-03 23:38:58.96338+03
119,15m,2026-03-03 16:07:30.370418+03,MR,BUY,0.6461,1967.19,1953.03,1979,2,"Regime=MR(rc=-0.140,ar=-0.001) | score_mr=-0.993 vs [0.000,0.752] | conf=0.65",0.5589,1,0.3333,-0.139724,-0.001126,-0.992532,-0.000211,0.00424353,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00971834,1952.065,2026-03-03 16:45:00+03,2026-03-03 23:38:58.963899+03
120,15m,2026-03-03 16:10:33.725643+03,MR,BUY,0.6415,1967.19,1953.03,1979,2,"Regime=MR(rc=-0.137,ar=-0.001) | score_mr=-0.993 vs [0.000,0.752] | conf=0.64",0.5497,1,0.3333,-0.137425,-0.001126,-0.992532,-0.000211,0.00424353,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00971834,1952.065,2026-03-03 16:45:00+03,2026-03-03 23:38:58.96439+03
121,15m,2026-03-03 16:13:35.933679+03,MR,BUY,0.6322,1967.19,1953.03,1979,2,"Regime=MR(rc=-0.133,ar=-0.001) | score_mr=-0.993 vs [0.000,0.752] | conf=0.63",0.5311,1,0.3333,-0.132777,-0.001126,-0.992532,-0.000211,0.00424353,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 200}",LOSS,-0.00971834,1952.065,2026-03-03 16:45:00+03,2026-03-03 23:38:58.964871+03
130,15m,2026-03-03 20:08:09.582881+03,MR,BUY,0.7792,1984.24,1954.18,2009.3,3,"Regime=MR(rc=-0.203,ar=-0.083) | score_mr=-0.609 vs [-0.014,0.330] | conf=0.78",0.8126,1,0.3644,-0.20314,-0.083068,-0.608984,0.000859,0.00728958,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",LOSS,-0.00744002,1973.475,2026-03-03 21:00:00+03,2026-03-03 23:38:58.966996+03
131,15m,2026-03-03 20:11:12.801769+03,MR,BUY,0.7464,1984.24,1954.18,2009.3,3,"Regime=MR(rc=-0.187,ar=-0.083) | score_mr=-0.609 vs [-0.014,0.330] | conf=0.75",0.7471,1,0.3644,-0.186781,-0.083068,-0.608984,0.000859,0.00728958,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",LOSS,-0.00744002,1973.475,2026-03-03 21:00:00+03,2026-03-03 23:38:58.96747+03
132,15m,2026-03-03 20:14:15.852141+03,MR,BUY,0.7504,1984.24,1954.18,2009.3,3,"Regime=MR(rc=-0.189,ar=-0.083) | score_mr=-0.609 vs [-0.014,0.330] | conf=0.75",0.7551,1,0.3644,-0.188783,-0.083068,-0.608984,0.000859,0.00728958,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",LOSS,-0.00744002,1973.475,2026-03-03 21:00:00+03,2026-03-03 23:38:58.967938+03
133,15m,2026-03-03 20:17:23.398874+03,MR,BUY,0.5892,1970.64,1940.34,1995.9,3,"Regime=MR(rc=-0.201,ar=-0.111) | score_mr=-0.139 vs [-0.035,0.330] | conf=0.59",0.8044,0.3803,0.3644,-0.201096,-0.111499,-0.138796,0.000122,0.00739942,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",LOSS,-0.00056241,1973.475,2026-03-03 21:00:00+03,2026-03-03 23:38:58.968413+03
134,15m,2026-03-03 20:20:27.665488+03,MR,BUY,0.5948,1970.64,1940.34,1995.9,3,"Regime=MR(rc=-0.204,ar=-0.111) | score_mr=-0.139 vs [-0.035,0.330] | conf=0.59",0.8157,0.3803,0.3644,-0.203917,-0.111499,-0.138796,0.000122,0.00739942,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",LOSS,-0.00056241,1973.475,2026-03-03 21:00:00+03,2026-03-03 23:38:58.968878+03
135,15m,2026-03-03 20:23:29.581491+03,MR,BUY,0.5994,1970.64,1940.34,1995.9,3,"Regime=MR(rc=-0.206,ar=-0.111) | score_mr=-0.139 vs [-0.035,0.330] | conf=0.60",0.8249,0.3803,0.3644,-0.206218,-0.111499,-0.138796,0.000122,0.00739942,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00592783,1986.325,2026-03-03 21:15:00+03,2026-03-03 23:38:58.96946+03
136,15m,2026-03-03 20:26:33.306125+03,MR,BUY,0.5992,1970.64,1940.34,1995.9,3,"Regime=MR(rc=-0.206,ar=-0.111) | score_mr=-0.139 vs [-0.035,0.330] | conf=0.60",0.8243,0.3803,0.3644,-0.206087,-0.111499,-0.138796,0.000122,0.00739942,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00592783,1986.325,2026-03-03 21:15:00+03,2026-03-03 23:38:58.969945+03
137,15m,2026-03-03 20:29:35.262979+03,MR,BUY,0.5972,1970.64,1940.34,1995.9,3,"Regime=MR(rc=-0.205,ar=-0.111) | score_mr=-0.139 vs [-0.035,0.330] | conf=0.60",0.8204,0.3803,0.3644,-0.205102,-0.111499,-0.138796,0.000122,0.00739942,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00592783,1986.325,2026-03-03 21:15:00+03,2026-03-03 23:38:58.97043+03
138,15m,2026-03-03 20:32:38.768731+03,MR,BUY,0.7646,1976.57,1946.1,2001.95,3,"Regime=MR(rc=-0.196,ar=-0.123) | score_mr=-0.687 vs [-0.139,0.330] | conf=0.76",0.7834,1,0.3644,-0.195853,-0.12322,-0.686649,0.000397,0.00741572,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00292318,1986.325,2026-03-03 21:15:00+03,2026-03-03 23:38:58.97091+03
139,15m,2026-03-03 20:35:42.119366+03,MR,BUY,0.744,1976.57,1946.1,2001.95,3,"Regime=MR(rc=-0.186,ar=-0.123) | score_mr=-0.687 vs [-0.139,0.330] | conf=0.74",0.7421,1,0.3644,-0.185537,-0.12322,-0.686649,0.000397,0.00741572,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00292318,1986.325,2026-03-03 21:15:00+03,2026-03-03 23:38:58.971379+03
140,15m,2026-03-03 20:38:47.012414+03,MR,BUY,0.7619,1976.57,1946.1,2001.95,3,"Regime=MR(rc=-0.194,ar=-0.123) | score_mr=-0.687 vs [-0.139,0.330] | conf=0.76",0.778,1,0.3644,-0.194495,-0.12322,-0.686649,0.000397,0.00741572,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00639593,1993.235,2026-03-03 21:30:00+03,2026-03-03 23:38:58.97202+03
141,15m,2026-03-03 20:41:48.625492+03,MR,BUY,0.7659,1976.57,1946.1,2001.95,3,"Regime=MR(rc=-0.197,ar=-0.123) | score_mr=-0.687 vs [-0.139,0.330] | conf=0.77",0.7861,1,0.3644,-0.196524,-0.12322,-0.686649,0.000397,0.00741572,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00639593,1993.235,2026-03-03 21:30:00+03,2026-03-03 23:38:58.972671+03
151,15m,2026-03-03 21:12:26.881558+03,MR,BUY,0.7734,1980.83,1950.46,2006.13,3,"Regime=MR(rc=-0.199,ar=-0.121) | score_mr=-0.752 vs [-0.230,0.330] | conf=0.77",0.7961,1,0.3767,-0.199034,-0.121365,-0.75156,0.00053,0.00737631,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00061417,1986.015,2026-03-03 22:00:00+03,2026-03-03 23:38:58.978125+03
152,15m,2026-03-03 21:15:28.662464+03,MR,BUY,0.7788,1980.83,1950.46,2006.13,3,"Regime=MR(rc=-0.202,ar=-0.121) | score_mr=-0.752 vs [-0.230,0.330] | conf=0.78",0.8068,1,0.3767,-0.201709,-0.121365,-0.75156,0.00053,0.00737631,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",WIN,0.00061417,1986.015,2026-03-03 22:00:00+03,2026-03-03 23:38:58.9786+03
189,30m,2026-03-05 20:47:32.038152+03,MR,BUY,0.6373,2067.89,2043.23,2088.43,2,"Regime=MR(rc=-0.134,ar=-0.083) | score_mr=-19.463 vs [-3.497,3.128] | price_z=-0.916(gate|z|>=0.50)✓ | conf=0.64",0.5358,1,0.3469,-0.13395,-0.08318,-19.462908,-0.0018,0.00702486,"{""a_min"": 0.1, ""mom_k"": 1.5, ""r_min"": 0.1, ""price_z"": -0.9159, ""hold_bars"": 2, ""trend_min"": 0.002, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""stretch_z_min"": 0.5, ""trend_strength"": -0.000969, ""quantile_window"": 150}",WIN,0.002403,2077.015,2026-03-05 22:00:00+03,2026-03-05 23:36:33.418853+03
